"GiroX"	"GiroY"	"GiroZ"
14.98	-174.31	23.89
13.64	-168.12	21.79
11.9	-161.07	19.71
9.87	-153.36	17.76
7.71	-145	15.96
5.65	-135.89	14.31
3.78	-126.06	12.8
1.99	-115.53	11.36
0.2	-104.27	9.91
-1.66	-92.3	8.47
-3.61	-79.59	7.02
-5.57	-66	5.52
-7.49	-51.4	3.93
-9.6	-35.82	2.12
-11.78	-19.25	0.01
-13.1	-1.26	-2.49
19.6	-12.15	6
21.8	-30.07	10.08
23.89	-47.91	14.29
26.56	-65.28	18.42
29.58	-81.99	22.11
32.3	-98.1	25.17
34.32	-113.69	27.58
35.54	-128.76	29.32
36.15	-143	30.37
36.33	-156.08	30.77
35.98	-167.9	30.51
35.03	-178.4	29.53
33.7	-187.42	27.85
31.91	-194.67	25.64
29.58	-200	23.15
27.02	-203.58	20.64
24.53	-205.55	18.29
22.12	-205.93	16.15
19.84	-204.59	14.11
17.85	-201.42	12.02
16.34	-196.53	9.82
15.32	-190.03	7.57
14.65	-182.12	5.42
14.22	-172.95	3.49
13.92	-162.63	1.93
13.45	-151.32	0.9
12.42	-139.25	0.43
10.95	-126.78	0.41
9.16	-114.19	0.8
6.61	-101.45	1.41
3.11	-88.42	1.93
-0.96	-74.81	2.17
-4.99	-60.23	2.11
-8.4	-44.39	1.75
-10.85	-27.06	1.12
-12.33	-8.25	0.15
2.84	-14.77	7.63
6.47	-35.78	13.04
10.6	-56.32	18.6
15.26	-76.34	23.98
20.08	-95.92	28.69
24.71	-115.03	32.3
28.88	-133.45	34.67
32.44	-151.02	35.79
35.13	-167.38	35.76
36.77	-182	34.86
37.41	-194.35	33.29
37.2	-203.99	31.1
36.45	-210.8	28.33
35.3	-215.05	25.08
33.49	-217.3	21.53
30.74	-217.89	17.64
27.3	-216.65	13.39
23.8	-213.28	8.9
20.56	-207.54	4.44
17.66	-199.47	0.39
15.03	-189.27	-2.82
12.53	-177.2	-4.94
10.07	-163.65	-5.84
7.73	-149.02	-5.66
5.54	-133.74	-4.68
3.61	-118.03	-3.36
2.09	-101.68	-2.08
1.15	-84.28	-1.17
1.17	-65.44	-0.79
2.56	-45.05	-0.81
4.95	-23.37	-1.13
7.38	-0.81	-1.63
-9.78	-8.79	10.73
-5.56	-28.33	13.75
-1	-48.11	16.49
3.97	-68.1	18.82
9.21	-88.1	20.61
14.37	-107.93	21.81
19	-127.46	22.39
22.96	-146.41	22.28
26.21	-164.24	21.41
28.8	-180.33	19.83
30.69	-194.19	17.53
31.63	-205.63	14.62
31.04	-214.55	11.29
29.03	-221.2	7.91
26.26	-225.69	4.72
23.21	-227.85	1.84
20.37	-227.64	-0.75
17.74	-225.27	-3.17
15.03	-221.05	-5.42
12.51	-215.13	-7.51
10.79	-207.43	-9.36
9.87	-198.04	-10.87
8.95	-187.3	-11.88
7.46	-175.62	-12.16
5.7	-163.31	-11.55
3.96	-150.59	-10.29
2.69	-137.67	-8.61
1.8	-124.42	-6.73
0.85	-110.53	-4.87
-0.18	-95.85	-3.2
-1.09	-80.06	-1.76
-1.66	-62.73	-0.43
-1.87	-43.57	0.83
-2.62	-22.62	1.91
6.76	-9.87	6.48
9.23	-25.58	10.19
11.62	-41.88	13.96
14.4	-59.3	17.7
17.5	-78.08	21.36
21.25	-97.71	24.61
25.78	-117.28	27.1
30.63	-136.17	28.83
35.15	-154.17	29.69
38.7	-171.03	29.49
41.08	-186.17	28.38
42.24	-198.99	26.44
42.29	-208.89	23.8
41.5	-215.44	20.55
40	-218.6	16.87
37.78	-218.76	13.02
34.84	-216.39	9.39
31.6	-211.69	6.07
28.61	-204.79	3.04
25.81	-196.05	0.43
23.49	-185.85	-1.59
21.83	-174.58	-3.09
20.39	-162.46	-4.08
18.83	-149.7	-4.51
17.12	-136.59	-4.38
15.33	-123.51	-3.79
13.15	-110.74	-2.92
10.32	-98.39	-1.97
7.23	-86.31	-1.09
4.56	-74.25	-0.44
2.71	-61.79	-0.13
1.9	-48.77	-0.18
2.06	-35.04	-0.46
2.89	-20.72	-0.94
3.59	-6.13	-1.64
4.16	-12.68	10.9
7.84	-26.91	13.1
10.94	-41.95	15.11
13.78	-57.64	16.77
16.75	-73.6	17.89
19.93	-89.3	18.3
23.42	-104.11	18.02
26.99	-117.54	17.23
30.05	-129.5	16.05
32.03	-140.05	14.41
32.77	-149.1	12.34
32.35	-156.45	9.88
30.92	-162.13	7.11
28.66	-166.22	4.14
25.89	-168.68	1.15
23.29	-169.63	-1.65
21.48	-169.33	-4.14
20.38	-168.14	-6.25
19.58	-166.24	-7.97
18.85	-163.78	-9.18
17.88	-160.86	-9.72
16.48	-157.52	-9.69
14.77	-153.52	-9.18
13.15	-148.63	-8.23
11.6	-142.76	-6.91
10.05	-135.93	-5.4
8.44	-128.06	-3.86
6.91	-119.13	-2.42
5.32	-109.25	-1.07
3.18	-98.37	0.22
0.34	-86.37	1.44
-2.92	-72.88	2.59
-5.91	-57.64	3.68
-8.03	-40.69	4.62
-9.32	-22.31	5.35
-10.09	-2.84	5.77
1.03	-9.14	4.39
4.46	-22.89	6.58
8.3	-37.82	8.58
12.34	-53.48	10.24
16.5	-69.23	11.49
20.54	-84.63	12.34
23.98	-99.48	12.86
26.57	-113.6	13.12
28.45	-126.73	13.14
29.82	-138.57	12.91
30.93	-148.95	12.45
31.79	-157.92	11.74
32.24	-165.35	10.77
32.09	-171.06	9.5
31.34	-175.01	7.91
29.89	-177.21	6.13
27.67	-177.76	4.47
25.02	-176.85	3.18
22.36	-174.72	2.36
19.77	-171.63	1.98
17.5	-167.89	1.9
15.74	-163.69	1.97
14.48	-159.13	2.11
13.69	-154.19	2.36
13.15	-148.67	2.61
12.63	-142.21	2.77
11.91	-134.73	2.72
10.89	-126.24	2.63
9.39	-116.75	2.56
7.47	-106.25	2.55
5.38	-94.76	2.57
3.31	-82.38	2.5
1.29	-69.17	2.36
-0.55	-55.13	2.18
-2.19	-40.24	1.96
-3.72	-24.5	1.75
-5.25	-7.96	1.48
3.95	-9.42	8.76
6.86	-24.49	11.25
9.67	-40.22	13.16
12.94	-56.06	14.48
17.08	-71.64	15.13
21.56	-86.88	15.08
25.67	-101.82	14.47
28.92	-116.43	13.6
31.39	-130.46	12.71
33.22	-143.44	11.99
34.44	-155.04	11.43
35.11	-164.93	10.8
35.29	-172.89	9.86
34.79	-178.87	8.56
33.47	-183.13	7.09
31.46	-185.94	5.61
28.82	-187.59	4.15
25.57	-188.28	2.74
21.91	-187.96	1.49
18.5	-186.51	0.45
15.55	-183.83	-0.35
12.88	-179.99	-0.97
10.16	-175.21	-1.35
7.46	-169.58	-1.46
4.94	-163.08	-1.39
2.66	-155.91	-1.14
0.55	-148.22	-0.72
-1.33	-139.93	-0.24
-2.73	-130.83	0.17
-3.61	-120.7	0.49
-3.92	-109.42	0.79
-3.69	-96.99	1.08
-3.14	-83.54	1.31
-2.66	-69.22	1.41
-2.49	-54.17	1.38
-2.61	-38.35	1.1
-2.96	-21.66	0.48
-3.64	-4.16	-0.6
5.05	-5.08	5.69
8.03	-16.97	7.81
11.44	-28.97	9.86
14.85	-40.94	11.84
17.67	-52.89	13.7
19.54	-64.8	15.37
20.42	-76.47	16.82
20.51	-87.65	18
20.28	-97.99	18.91
20.24	-107.08	19.49
20.6	-114.65	19.7
21.12	-120.63	19.47
21.55	-125.02	18.78
21.65	-127.96	17.56
21.07	-129.75	16.04
19.82	-130.77	14.49
18.08	-131.35	13.01
16.35	-131.59	11.58
15.04	-131.33	10.16
14.23	-130.34	8.77
13.88	-128.47	7.44
13.79	-125.69	6.24
13.65	-122.06	5.24
13.31	-117.87	4.51
12.72	-113.39	4.05
12.12	-108.61	3.76
11.68	-103.53	3.59
11.43	-98.21	3.51
11.26	-92.72	3.36
11.27	-86.9	2.97
11.57	-80.51	2.4
11.8	-73.42	1.76
11.47	-65.56	1.23
10.48	-56.82	0.94
9.31	-47.03	0.95
8.34	-36.14	1.17
7.64	-24.38	1.39
7.21	-12.02	1.39
4.3	-2.7	5.76
6.35	-12.35	6.85
7.8	-22.1	8.06
8.78	-32.13	9.34
9.7	-42.25	10.57
10.87	-52.17	11.62
12.15	-61.62	12.3
13.2	-70.4	12.51
14.07	-78.44	12.28
14.84	-85.63	11.72
15.29	-92.09	10.85
15.3	-97.92	9.72
14.87	-103.15	8.42
13.99	-107.66	7.02
12.93	-111.36	5.66
11.96	-114.15	4.5
10.88	-116.17	3.66
9.64	-117.47	3.17
8.51	-118.13	2.95
7.6	-118.17	2.8
7.07	-117.3	2.55
6.97	-115.15	2.26
6.89	-111.32	2.1
6.5	-105.73	2.28
5.77	-98.5	2.86
4.61	-89.81	3.82
3.19	-79.88	5
1.9	-68.96	6.17
0.75	-57.48	7.08
-0.31	-45.59	7.43
-0.88	-33.21	7.11
-0.69	-20.3	6.21
-0.2	-6.91	4.98
-7.46	-5.72	2.21
-5.65	-14.1	3.91
-3.34	-22.19	5.72
-0.58	-30.42	7.5
2.43	-39.19	9.11
5.45	-48.66	10.44
8.41	-58.46	11.43
11.27	-67.97	12.04
13.69	-76.75	12.23
15.44	-84.41	12.08
16.61	-90.55	11.75
17.36	-95.06	11.29
17.52	-98.26	10.64
17.05	-100.57	9.73
15.95	-102.18	8.6
14.36	-103.06	7.28
12.55	-103.09	5.78
10.82	-102.08	4.11
9.53	-99.92	2.37
8.84	-96.63	0.64
8.34	-92.55	-0.97
7.46	-88.29	-2.23
5.88	-84.3	-3
3.58	-80.76	-3.35
0.98	-77.55	-3.34
-1.25	-74.37	-3.08
-2.52	-70.91	-2.72
-2.72	-66.83	-2.45
-2.16	-61.94	-2.32
-1.22	-56.12	-2.32
-0.12	-48.99	-2.44
0.94	-40.14	-2.63
1.39	-29.47	-2.78
0.91	-17.21	-2.77
-0.19	-3.67	-2.55
4.03	-0.67	2.76
5.44	-11.02	4.76
7.44	-21.88	6.56
10.02	-33	8.1
12.93	-44.21	9.31
15.99	-55.3	10.1
18.86	-66.14	10.67
21.13	-76.54	11.15
22.66	-86.32	11.52
23.59	-95.3	11.73
24.07	-103.25	11.67
24.06	-110.15	11.28
23.49	-116.09	10.57
22.25	-121.11	9.57
20.14	-125.32	8.32
17.23	-128.72	6.78
13.91	-131.14	4.96
10.7	-132.16	3.15
7.88	-131.5	1.66
5.38	-129.16	0.68
3.07	-125.3	0.15
0.83	-120.05	0.02
-1.38	-113.58	0.15
-3.44	-106.09	0.33
-5.1	-97.67	0.49
-6.11	-88.37	0.55
-6.26	-78.13	0.39
-5.49	-66.81	0.1
-3.88	-54.31	-0.19
-1.82	-40.7	-0.22
0.03	-26.19	0.15
1.13	-11.28	0.77
1.64	-5.84	2.18
6.18	-14.92	3.34
9.78	-24.14	4.57
12.59	-33.51	5.91
14.94	-43.03	7.29
17.11	-52.76	8.59
19.05	-62.78	9.58
20.53	-73.03	10.04
21.5	-83.26	9.85
22.13	-93.05	8.99
22.44	-101.93	7.45
22.18	-109.5	5.43
21.01	-115.56	3.16
18.66	-120.06	1
15.17	-122.96	-0.72
11.22	-124.25	-1.98
7.25	-124.17	-2.91
3.9	-122.71	-3.62
1.57	-119.88	-4.21
0.4	-115.81	-4.77
0.23	-110.73	-5.34
0.72	-104.85	-5.84
1.42	-98.32	-6.05
1.84	-91.13	-5.79
1.73	-83.2	-4.89
1.46	-74.5	-3.35
1.51	-65.27	-1.39
2.05	-55.69	0.48
3.04	-45.93	1.82
4.22	-35.95	2.49
5.55	-25.45	2.62
6.84	-14.26	2.41
7.77	-2.3	1.98
-2.27	-10.95	6.99
2.04	-22.46	8.27
6.67	-34.16	9.52
11.22	-46.17	10.63
15.15	-58.67	11.47
18.11	-71.66	11.9
19.87	-84.94	11.9
20.66	-97.96	11.52
20.95	-110.16	10.81
20.99	-121.03	9.8
20.74	-130.3	8.38
20.19	-137.77	6.48
19.2	-143.46	4.13
17.84	-147.29	1.54
16.38	-149.11	-0.91
14.71	-148.77	-2.92
12.61	-146.28	-4.46
10.21	-141.71	-5.6
8.02	-135.1	-6.28
6.49	-126.56	-6.52
5.7	-116.3	-6.45
5.16	-104.74	-6.18
4.71	-92.2	-5.81
4.57	-78.78	-5.27
4.93	-64.39	-4.51
5.77	-49.04	-3.53
6.93	-32.86	-2.27
7.73	-16.33	-0.8
-6.23	-5.56	7.48
-0.41	-23.89	10.27
5.63	-42.33	12.86
11.23	-60.51	15.23
15.72	-78.21	17.29
18.97	-95.14	19.04
21.28	-111.04	20.48
23.08	-125.89	21.59
24.68	-139.73	22.27
25.98	-152.64	22.36
26.82	-164.47	21.77
27.2	-174.83	20.51
26.73	-183.35	18.68
25.09	-189.88	16.36
22.09	-194.33	13.63
17.9	-196.54	10.59
13.03	-196.34	7.54
7.55	-193.67	4.77
1.43	-188.27	2.56
-5.05	-179.69	1.12
-11.2	-167.38	0.53
-15.81	-150.62	0.6
-17.33	-128.53	1
-15.22	-100.43	1.53
-10.13	-66.28	2.02
-3.44	-27.14	2.3
14.44	-34.58	0.63
21.49	-85.29	2.86
27.24	-131.86	5.18
31.18	-172.48	7.66
32.89	-205.9	9.63
32.44	-231.11	10.67
29.86	-246.82	10.55
24.95	-252.55	9.51
18.91	-248.01	7.92
13.8	-233.17	6.13
10.56	-208.29	4.45
8.28	-173.62	3.22
6.03	-130.13	2.52
3.2	-79.71	2.28
0.03	-24.8	2.25
-17.97	-13.78	14.05
-6.36	-73.61	15.58
6.84	-130.26	16.4
18.71	-181.45	16.64
27.6	-224.98	16.58
30.92	-259.29	16.04
26.98	-283.57	15.13
18.34	-297.37	14.18
8.52	-300.22	13.05
0.41	-291.42	11.07
-4.64	-270.18	7.64
-7.03	-236.03	2.53
-7.78	-189.77	-3.72
-7.35	-133.49	-10.13
-6.5	-70.68	-15.94
-6.91	-4.74	-20.95
14.34	-8.59	8.35
25.94	-74.48	10.34
35.33	-137	12.81
42.02	-193.82	15.94
45.19	-242.27	19.75
43.15	-280.05	23.65
37	-304.32	26.15
30.67	-312.56	26.44
26.8	-303.51	24.42
25.6	-277.7	20.18
24.97	-237.38	14.43
22.04	-185.64	8.21
14.66	-125.95	2.54
2.98	-61.77	-2.07
40.07	-4.98	-1.78
53.1	-73.1	-1.25
62.73	-139.5	-0.59
66.74	-202.19	-0.4
64.8	-258.42	-1.04
58.58	-304.06	-2.2
51.35	-334.29	-3.23
44.79	-345.98	-4.29
39.82	-337.84	-5.37
36.01	-311.02	-6.56
31.39	-268.31	-7.76
25.19	-212.99	-8.16
17.01	-148.2	-7.17
6.22	-77.13	-5.16
-6.13	-3.53	-2.63
10.69	-22.91	3.64
20.22	-90.25	5.15
28.1	-152.92	6.17
32.5	-209.28	7.02
31.84	-257.1	8.22
25.67	-293.7	9.72
16.31	-316.34	11.52
5.68	-324.07	13.63
-5.1	-316.81	15.13
-14.48	-295.54	15.39
-21.39	-261.49	14.07
-26.17	-215.97	10.66
-29.26	-160.51	4.97
-31.62	-96.79	-3.07
-34.36	-27.12	-12.79
23.22	-8.72	8.42
34.17	-80.85	13.29
44.53	-147.99	15.43
52.02	-207.27	15.6
55.18	-256.88	14.65
53.8	-295.32	13.19
48.14	-321.24	11.6
38.89	-334.09	9.95
28.37	-333.37	7.91
17.97	-319.29	4.94
9.08	-291.91	0.58
2.35	-251.33	-5.17
-2.57	-198.67	-11.89
-6.62	-136.04	-18.73
-10.42	-66.57	-24.86
42.87	-54.79	12
48.23	-122.4	10.75
50.7	-183.6	9.6
47.45	-236.86	9.37
37.28	-279.8	9.53
24.37	-309.23	8.96
13.1	-321.63	7.37
3.65	-315.41	4.47
-4.97	-290.66	-0.12
-13.24	-249.26	-6.02
-21.24	-194.84	-11.99
-29.67	-131.32	-17.03
-38.97	-62.51	-20.39
35.98	-46.57	-6.87
36.12	-105.09	-9.75
33.7	-157.48	-12.87
27.61	-202.71	-15.68
17.32	-240.29	-17.64
4.62	-269.06	-18.1
-7.4	-287.12	-17.19
-17.09	-292.89	-15.24
-24.15	-285.26	-12.33
-28.87	-263.57	-8.76
-32.23	-228.21	-5.27
-34.87	-180.88	-2.38
-36.02	-124.06	-0.22
-34.9	-60.47	1.17
41.53	-11.01	4.04
44.61	-69.75	3.02
46.43	-121.88	1.37
44.8	-167.02	-0.62
38.75	-205.02	-2.42
27.61	-235.06	-3.94
12.57	-255.51	-5.34
-3.83	-264.78	-6.54
-18.27	-261.3	-7.61
-29.31	-244.19	-8.94
-37.56	-214.17	-11.29
-44.23	-172.89	-15.17
-49.13	-122.78	-20.25
-51.97	-66.71	-25.74
-53.18	-8.21	-30.7
36.07	-50.68	22.51
43.11	-104.62	21.5
48.4	-152.5	18.33
50.38	-194.06	14.4
47.61	-229.14	11.04
40.18	-256.33	8.47
30.41	-273.34	6.6
20.83	-277.93	4.98
13.32	-267.96	3.14
9.16	-242.64	0.44
7.09	-203.35	-3.77
4.91	-153.29	-9.21
1.09	-96.39	-15.02
-4.27	-36.7	-20.28
54.61	-49.83	-31.43
49.17	-102.66	-24.91
44.32	-150.77	-18.78
37.91	-192.18	-13.99
28.51	-224.37	-11.06
18.38	-244.32	-10.36
9.19	-249.24	-11.77
0.44	-237.56	-14.74
-8.08	-210.05	-18.68
-16.28	-169.66	-23.26
-23.82	-119.76	-28.52
-30.39	-64.12	-34.23
-34.76	-6.73	-39.33
66.83	-18.88	-19.44
66.01	-79.49	-17.18
55.44	-136.21	-15.8
40.57	-186	-15.64
24.9	-225.82	-16.06
9.28	-251.76	-16.98
-5.37	-260.5	-18.35
-16.65	-250.08	-20.18
-25.48	-221.26	-22.39
-33.83	-177.27	-24.57
-42.29	-122.72	-26.24
-49.79	-62.23	-27.19
41.77	-35.22	-10.57
31.78	-92.07	-6.44
22.82	-144.55	-5.12
14.94	-190.72	-7.16
7.37	-228.64	-11.68
-0.24	-256.12	-16.72
-6.89	-271.06	-20.66
-12.11	-272.23	-22.84
-16.17	-259.58	-23.01
-19.82	-234.39	-21.49
-23.09	-198.45	-19.35
-25.84	-153.8	-17.75
-27.65	-102.96	-17.44
-28.26	-48.55	-18.67
41.22	-26.83	-29.06
35.93	-85.8	-19.62
27.35	-141.36	-10.14
15.09	-189.82	-1.82
-1.67	-228.69	6.21
-20.83	-254.98	14.11
-38.79	-265.99	21.76
-53.85	-261.03	28.53
-66.22	-240.62	33.52
-75.83	-206.71	36.03
-83.17	-162.36	35.17
-88.82	-110.73	30.48
-92.32	-54.53	22.44
92.24	-22.25	-32.21
94.56	-79.77	-26.1
90.88	-134.12	-20.17
80.1	-183.45	-14.67
62.4	-225.25	-10.1
41.26	-256.33	-6.71
21.68	-273.72	-3.67
6.51	-275.43	-0.98
-4.78	-261.6	0.49
-13.49	-234.03	0.28
-20.53	-195.5	-1.22
-26.54	-148.91	-3.34
-32.45	-96.7	-5.42
-38.81	-41.09	-6.85
42.23	-52.31	-5.3
37.63	-106.48	-8.87
28.72	-157.8	-14.56
15.7	-203.69	-21.73
-0.58	-241.3	-28.99
-16.8	-267.42	-34.54
-30.42	-279.48	-37.79
-41.98	-276.3	-39.1
-50.66	-258.18	-39.24
-56	-226.21	-39.08
-59.18	-182.5	-38.73
-60.98	-129.95	-38.21
-61.89	-71.3	-37.76
-61.98	-8.86	-36.97
37.98	-59.62	-13.52
19.42	-127.27	-13.44
-4.96	-189.63	-15.06
-29.4	-242.27	-16.57
-49.64	-280.48	-15.92
-64.64	-301.16	-13.1
-73.8	-303.18	-9.65
-78.63	-286.85	-7.09
-81.3	-254.48	-6.23
-82.91	-209.49	-7.15
-83.63	-155.14	-9.62
-82.91	-94.48	-13.2
-80.54	-29.82	-17.48
65.39	-60.7	-13.38
60.89	-122.4	-14.28
48.85	-179.17	-15.82
30.73	-228.99	-16.59
9.94	-269.15	-15.67
-10.39	-296.58	-13.36
-27.86	-308.79	-10.4
-40.07	-304.59	-7.99
-46.82	-284.24	-7.46
-51.16	-249.24	-8.84
-54.97	-202.41	-11.43
-57.95	-146.86	-14.49
-59.52	-85.21	-17.34
-59.26	-19.68	-19.24
67.46	-40.97	-23.8
49.95	-111	-23.49
21.68	-177.67	-22.98
-13.28	-237.28	-21.2
-48.54	-286.49	-17.22
-79.32	-321.97	-10.95
-102.24	-340.43	-4.22
-114.72	-340.67	0.18
-119.45	-322.63	1.34
-120.79	-288.05	-0.78
-120.61	-239.99	-5.45
-117.62	-181.6	-11.87
-111.87	-115.81	-18.78
-103.96	-45.17	-24.44
68.27	-62.73	-16.73
46.15	-131.17	-16.46
19.83	-194.28	-17.97
-5.38	-248.54	-19.54
-26.45	-291.25	-19.54
-43.41	-319.71	-17.44
-56.54	-331.23	-13.95
-64.12	-324.84	-10.56
-68.03	-301.32	-8.02
-71.37	-262.85	-7.05
-74.09	-212.39	-7.62
-74.52	-153.48	-9.08
-71.32	-89.04	-11.19
-64.39	-21.46	-13.63
46	-37.12	-18.3
24.37	-94.54	-18.18
0.7	-145.76	-18.49
-20.33	-189.13	-17.16
-36.45	-223.05	-13.54
-48.7	-246.92	-8.47
-58.82	-260.87	-3.66
-66.9	-265.31	-0.29
-72.26	-260.55	1.55
-74.66	-247.26	2.2
-74.04	-226.92	2.11
-70.07	-201.33	1.65
-62.67	-172.3	1.24
-52.53	-141.7	1.25
-39.75	-111.46	1.92
-26.12	-83.14	3.55
-13.77	-57	5.58
-3.41	-32.77	7.26
5.34	-9.94	8.31
28.93	-1.54	-1.77
31.53	-17.66	-3.08
34.42	-33.65	-4.53
36.44	-49.09	-5.72
36.46	-63.42	-6.41
34.16	-76.17	-6.46
30.19	-87.1	-5.82
25.56	-96.13	-4.72
20.85	-103.35	-3.48
16.17	-108.72	-2.37
12.12	-112.29	-1.59
9.58	-114.08	-1.24
8.66	-114.2	-1.26
8.81	-112.95	-1.54
9.28	-110.55	-1.7
9.17	-107.34	-1.41
8.1	-103.61	-0.41
6.63	-99.42	1.2
5.36	-94.75	3.18
4.45	-89.44	5.32
3.66	-83.51	7.39
2.7	-77.2	9.1
1.65	-70.78	10.1
1.26	-64.46	10.12
1.34	-58.37	9.14
0.77	-52.36	7.47
-0.66	-46.12	5.48
-2.43	-39.21	3.57
-4.26	-31.48	1.91
-6.16	-22.92	0.51
-8.2	-13.61	-0.75
-10.23	-3.83	-1.79
-1.96	-0.01	0.73
-1.36	-11.42	2.19
-1.01	-23.54	3.52
-1.43	-35.86	4.91
-2.31	-47.75	6.55
-3.28	-58.96	8.44
-4.27	-69.65	10.44
-5.25	-80.09	12.34
-6.04	-90.34	14.03
-6.36	-100.35	15.55
-6.29	-109.96	16.82
-6.14	-118.98	17.8
-6.21	-127.09	18.52
-6.59	-133.92	19.09
-7.35	-139.13	19.65
-8.36	-142.49	20.35
-9.6	-143.89	21
-11.16	-143.24	21.35
-12.9	-140.65	21.26
-14.09	-136.25	20.69
