"GiroX"	"GiroY"	"GiroZ"
-9.24	105.09	1.65
-7.01	132.06	0.47
-5.48	157.32	-1.13
-5.21	180.21	-3.08
-5.79	200.35	-5.15
-6.96	217.49	-7.11
-9.19	231.51	-8.88
-12.87	242.4	-10.51
-17.81	250.22	-12.05
-22.87	255	-13.48
-26.76	256.59	-14.55
-29.04	254.81	-15.01
-31.08	249.03	-14.68
-33.88	238.93	-13.89
-37.3	225.12	-13.14
-40.1	208.75	-12.37
-40.89	191.36	-11.47
-39.34	174.3	-10.56
-36.34	158.39	-9.85
-32.61	143.85	-9.47
-28.41	130.18	-9.29
-24	116.43	-9.05
-19.4	102.01	-8.51
-14.63	86.85	-7.49
-9.98	71.07	-5.94
-6	54.62	-4.1
-2.54	37.96	-2.09
0.65	21.63	0.22
3.81	5.75	3.09
3.55	8.47	-2.5
2.85	22.96	-3.41
1.88	37.29	-4.23
1.09	51.52	-4.83
0.58	65.79	-5.21
0.4	80.08	-5.42
0.75	94.03	-5.45
1.32	107.12	-5.32
1.38	118.9	-5.22
0.58	129.03	-5.23
-0.98	137.51	-5.45
-3.2	144.31	-5.9
-5.95	149.41	-6.46
-8.9	152.9	-6.93
-11.73	155.04	-7.2
-14.26	155.99	-7.21
-16.38	156.05	-7.04
-17.99	155.58	-6.93
-19	154.51	-6.96
-19.79	152.44	-7.09
-20.77	149.18	-7.36
-21.58	144.91	-7.73
-21.86	139.85	-8
-21.75	134.07	-8.12
-21.85	127.49	-7.99
-22.42	120.14	-7.51
-23.22	112.39	-6.73
-23.81	104.8	-5.77
-23.86	97.82	-4.81
-23.45	91.62	-3.96
-22.75	85.9	-3.21
-22.02	79.99	-2.44
-21.42	73.31	-1.55
-20.33	65.63	-0.59
-18.27	56.99	0.44
-15.56	47.4	1.58
-12.28	36.9	2.88
-8.48	25.56	4.47
-4.25	13.47	6.41
0.07	0.74	8.6
-10.63	17.31	5.79
-11.01	37.7	5.5
-11.39	57.92	5.02
-11.89	77.6	4.43
-12.34	96.58	3.76
-12.56	114.8	3.08
-12.02	132.1	2.33
-10.96	148.02	1.46
-10.4	161.87	0.43
-10.72	172.82	-0.71
-11.79	180.19	-1.83
-13.59	183.74	-2.79
-15.76	183.81	-3.68
-17.82	181.17	-4.4
-19.65	176.66	-4.88
-21.04	171.25	-5.16
-21.53	165.72	-5.27
-21.02	160.34	-5.27
-20.02	154.73	-5.29
-19.16	148.44	-5.41
-19.1	141.26	-5.63
-19.4	133.48	-5.92
-19.01	125.57	-6.19
-17.68	118	-6.31
-15.98	111.06	-6.28
-14.51	104.9	-6.09
-13.46	99.64	-5.82
-12.61	95.09	-5.52
-11.77	90.66	-5.2
-11.25	85.51	-4.89
-11.23	79.13	-4.72
-11.4	71.56	-4.61
-11.29	63.21	-4.42
-10.65	54.45	-4.07
-9.38	45.36	-3.52
-7.7	35.86	-2.68
-5.9	25.81	-1.44
-4.03	15.03	0.23
-1.8	3.42	2.22
-6.91	9.34	0.99
-8.58	27.23	0.18
-9.91	45.46	-0.86
-10.77	63.83	-2.02
-11.48	82.17	-3.29
-12.49	100.21	-4.6
-13.6	117.69	-5.81
-14.21	134.31	-6.8
-14.27	149.68	-7.37
-14.03	163.11	-7.51
-14.12	174.02	-7.37
-14.9	182.12	-7.25
-15.92	187.51	-7.34
-16.6	190.38	-7.53
-17.13	190.95	-7.73
-18.21	189.52	-7.82
-20.12	186.6	-7.8
-22.1	182.87	-7.66
-23.34	178.65	-7.38
-23.66	173.81	-7.15
-23.43	168.19	-7.15
-23.17	161.7	-7.61
-22.8	154.52	-8.56
-22.18	147.05	-10.07
-21	139.63	-11.98
-19.38	132.55	-13.77
-17.86	125.95	-14.95
-16.55	120.04	-15.49
-15.13	114.7	-15.42
-13.58	109.32	-14.83
-12.16	103.23	-13.73
-11.24	95.88	-12.21
-10.63	87.16	-10.46
-9.54	77.46	-8.55
-7.7	67.07	-6.56
-5.52	55.98	-4.55
-3.62	44.14	-2.51
-2.15	31.57	-0.17
-0.77	18.47	2.64
1.23	4.84	5.78
-4.64	13.9	-2.07
-5.58	32.41	-3.96
-6.48	51.14	-6.25
-7.47	69.83	-8.87
-8.65	88.13	-11.54
-9.88	105.61	-14.04
-10.67	121.92	-16.34
-10.58	136.7	-18.4
-9.91	149.44	-20.19
-9.46	159.56	-21.84
-9.54	166.78	-23.41
-9.97	171.08	-24.68
-10.68	172.55	-25.56
-11.88	171.48	-26.07
-13.61	168.5	-26.31
-15.36	164.38	-26.21
-16.09	159.65	-25.64
-15.65	154.21	-24.62
-14.74	147.73	-23.43
-14.18	140.06	-22.19
-14.48	131.35	-20.91
-15.69	122.12	-19.64
-17.33	113.26	-18.43
-18.51	105.75	-17.24
-18.71	100.09	-15.96
-18.38	96.01	-14.76
-17.97	93.12	-13.73
-17.06	91.16	-12.8
-15.12	89.59	-11.81
-12.92	87.44	-10.78
-11.77	83.92	-9.84
-11.64	79.13	-9
-11.44	73.72	-8.09
-10.34	68.18	-7.15
-8.46	62.58	-6.19
-6.4	56.74	-5.23
-4.55	50.4	-4.21
-3.25	43.23	-3.04
-2.49	35.11	-1.73
-1.6	26.23	-0.19
0.08	16.63	1.59
2.41	6.22	3.59
6.8	0.5	1.09
5.92	12.68	0.51
4.36	24.18	-0.32
2.37	34.89	-1.24
0.34	44.92	-2.13
-1.71	54.35	-2.95
-3.91	63.43	-3.66
-6.06	72.46	-4.22
-7.56	81.67	-4.58
-8.12	90.86	-4.72
-8.27	99.34	-4.81
-8.37	106.34	-5.05
-8.41	111.35	-5.45
-8.77	114.09	-6.02
-9.55	114.77	-6.76
-10.25	113.97	-7.5
-10.53	112.47	-8
-10.56	110.94	-8.26
-10.5	109.92	-8.4
-10.26	109.6	-8.41
-10.14	109.53	-8.25
-10.62	108.94	-7.97
-11.8	107.09	-7.77
-13.21	103.75	-7.75
-14.24	99.18	-7.88
-14.6	93.87	-7.99
-14.39	88.39	-7.95
-13.79	83.17	-7.67
-13.16	78.21	-6.99
-12.73	73.29	-5.91
-12.4	67.99	-4.52
-11.73	61.9	-2.93
-10.61	54.67	-1.28
-9.28	46.12	0.24
-7.48	36.68	1.52
-4.8	26.85	2.65
-1.53	16.96	3.72
1.63	7.06	4.74
-0.05	6.95	3.72
-0.48	21.14	2.65
-1.34	35.32	1.98
-2.47	48.92	1.61
-3.91	61.29	1.31
-5.46	71.97	0.87
-6.57	80.7	0.15
-6.99	87.46	-0.82
-6.99	92.38	-1.89
-6.84	95.92	-2.93
-6.72	98.49	-3.79
-6.9	100.37	-4.37
-7.62	101.7	-4.67
-8.85	102.6	-4.72
-10.41	102.92	-4.66
-12.31	102.34	-4.53
-14.61	100.61	-4.49
-16.9	97.78	-4.67
-18.47	94.29	-4.98
-18.93	90.63	-5.37
-18.78	86.95	-5.72
-18.87	83.08	-5.98
-19.49	78.85	-6.01
-20.46	74.21	-5.73
-21.48	69.15	-5.15
-22.2	63.72	-4.41
-22.42	57.88	-3.71
-21.97	51.51	-3.15
-20.66	44.63	-2.65
-18.47	37.21	-2.19
-15.8	29.17	-1.77
-13.2	20.62	-1.26
-10.89	11.85	-0.46
-9.04	3.01	0.72
-1.62	10.64	-2.14
-3.17	25.14	-1.65
-4.6	39.33	-1.17
-5.46	52.82	-0.81
-5.7	65.41	-0.59
-5.66	77.03	-0.53
-5.65	87.7	-0.47
-5.67	97.6	-0.37
-5.71	106.77	-0.26
-6.15	114.74	-0.1
-7.56	120.64	0.01
-10.01	123.87	-0.16
-13	124.25	-0.71
-15.57	122.19	-1.53
-16.76	118.43	-2.54
-16.17	113.76	-3.69
-14.17	108.77	-4.84
-11.74	103.69	-5.89
-9.8	98.5	-6.71
-8.86	92.98	-7.19
-8.85	86.98	-7.4
-9.5	80.36	-7.44
-10.34	73.07	-7.31
-10.75	65.27	-7.19
-9.99	57.31	-7.03
-7.81	49.53	-6.61
-4.75	42.02	-5.78
-1.78	34.39	-4.58
0.43	26.41	-3.05
1.89	18	-1.28
2.96	9	0.69
1.48	3.63	1.35
1.45	18.37	1.69
1.39	32.83	1.68
1.55	46.73	1.28
1.94	59.96	0.63
2.59	72.52	-0.02
3.43	84.4	-0.5
4.21	95.44	-0.79
4.35	105.28	-0.94
3.45	113.51	-1.15
1.7	120.08	-1.57
-0.41	125.09	-2.37
-2.68	128.6	-3.7
-5.16	130.7	-5.52
-7.9	131.52	-7.51
-10.78	131.1	-9.37
-13.8	129.37	-10.9
-17.27	126.22	-12.05
-21.13	121.57	-12.79
-25.02	115.55	-13.28
-28.39	108.48	-13.65
-30.67	100.75	-13.97
-31.47	92.7	-14.24
-30.95	84.59	-14.36
-29.73	76.49	-14.24
-28.43	68.47	-13.79
-27.02	60.68	-12.83
-25.11	53.15	-11.29
-22.6	45.6	-9.28
-19.81	37.71	-7.06
-16.78	29.32	-4.79
-13.12	20.59	-2.66
-8.68	11.8	-0.76
-3.56	3.02	0.86
8.21	10.54	1.49
8.33	24.23	1.2
8.07	38.43	1.33
7.55	52.65	1.87
6.86	66.27	2.71
6.24	78.76	3.61
5.82	89.81	4.26
5.53	99.4	4.47
5.31	107.67	4.24
5.12	114.7	3.82
4.63	120.43	3.42
3.3	124.61	3.04
0.96	127.13	2.6
-2.11	128.07	2.16
-5.59	127.42	1.88
-9.21	125.31	1.7
-12.33	122.12	1.44
-14.56	118.22	0.92
-15.96	113.86	0.09
-17.06	109.04	-0.97
-18.36	103.65	-2.09
-19.85	97.55	-2.94
-21.38	90.81	-3.28
-22.78	83.74	-3.11
-23.68	76.64	-2.56
-23.71	69.73	-1.69
-22.67	62.95	-0.6
-20.71	56	0.56
-18.31	48.62	1.59
-15.86	40.53	2.41
-13.52	31.6	3.11
-11.34	21.79	3.86
-9	11.3	4.72
-6.02	0.35	5.76
7.45	0.29	0.68
6.18	16.85	1.87
4.25	33.27	2.63
2.04	49.54	2.92
-0.11	65.66	2.65
-1.66	81.71	1.94
-2.42	97.59	1.03
-2.64	112.9	0.08
-2.97	127.11	-0.97
-3.99	139.68	-2.2
-6.23	150.03	-3.58
-9.78	157.77	-4.94
-14.01	163.12	-6.24
-18.11	166.61	-7.5
-21.51	168.52	-8.77
-24.14	168.79	-9.92
-26.32	167.16	-10.82
-28.15	163.28	-11.43
-29.54	156.93	-11.67
-30.61	147.97	-11.57
-31.39	136.48	-11.24
-31.59	122.98	-10.73
-30.98	108.24	-9.9
-29.8	92.8	-8.59
-27.71	77.19	-6.69
-24.53	61.64	-4.28
-20.66	45.83	-1.47
-16.32	29.43	1.5
-11.51	12.29	4.54
2.76	15.2	2.22
6.8	58.97	1.58
8.05	102.87	0.48
7.01	145.69	-0.92
4.79	185.84	-2.25
2.11	221.44	-3.29
-0.21	250.61	-4.38
-1.74	271.61	-5.19
-2.72	282.84	-5.61
-3.27	282.88	-5.39
-3.52	271.03	-4.65
-3.86	247.49	-3.83
-4.39	213.37	-3.23
-4.69	170.9	-2.96
-3.36	122.73	-2.79
0.51	71.19	-2.27
6.89	18.21	-1.17
-4.19	31.86	2.05
-10.73	88.07	1.56
-19.03	141.48	1.12
-27.2	189.88	1.02
-33.24	231.22	1.16
-37.16	262.96	1.27
-38.65	283.19	1.66
-37.9	291.03	2.44
-36.77	286.54	3.46
-36.6	270.24	4.57
-36.56	242.69	5.8
-35.65	204.91	7.16
-33.56	158.32	8.74
-30.7	104.71	10.42
-26.13	46.55	12.2
-10.62	61.44	-25.19
-17.21	125.69	-28.71
-24.85	186.27	-31.5
-31.55	241.11	-33.35
-35.01	287.64	-34.1
-34.12	322.61	-33.46
-30.19	342.44	-30.87
-26.25	344.74	-26.68
-24.25	328.72	-21.2
-23.07	295.48	-14.59
-20.17	248.16	-7.65
-14.77	190.32	-1.42
-7.01	126.08	3.23
2.78	58.91	6.25
-10.7	4.27	-5.88
-24.4	70.07	-9.24
-34.92	133.88	-11.94
-39.9	193.7	-13.53
-38.8	246.25	-14
-32.92	287.73	-13.8
-25.03	314.4	-13.1
-17.69	323.34	-11.65
-11.65	313.49	-9.55
-6.95	286.15	-7.07
-2.34	244.09	-4.6
4.19	190.63	-2.81
13.86	129.22	-1.97
26.4	63.14	-1.86
-18.94	69.46	-0.23
-29.92	139.58	1.61
-36.32	204.78	2.59
-37.3	263.2	2.21
-33.31	311.88	0.21
-26.42	346.51	-2.74
-19.37	363.68	-5.4
-14.3	361.46	-7.25
-11.14	339.85	-7.7
-8.9	301.26	-6.52
-7.63	249.2	-4.49
-6.19	187.11	-2.3
-2.94	118.54	-0.18
2.46	47.42	1.78
-37.58	44.96	-22.27
-40.66	115.17	-29.39
-43.57	179.83	-33.88
-44.73	236.06	-36.33
-43.08	281.66	-37.31
-39.96	313.96	-37.18
-36.19	331.5	-36.25
-31.56	333.71	-34.34
-26.51	320.55	-31.45
-20.72	292.6	-27.46
-14.09	251.14	-22.24
-6.6	197.87	-15.69
2.07	134.87	-7.78
12.18	64.69	0.82
-14.72	6.13	-29.5
-19.68	77.79	-31.84
-25.2	144.83	-32.08
-29.99	205.26	-31.16
-31.71	257.51	-29.84
-28.9	299.08	-27.74
-22.48	327.24	-24.61
-15.13	339.22	-20.7
-8.04	333.94	-16.16
-1.16	311.64	-10.84
5.72	273.53	-4.9
12.75	222	1.02
20.24	159.91	6.15
28.1	90.49	9.92
36.02	17.37	11.97
-48.23	7.11	-21.17
-56.33	73.37	-19.39
-61.51	133.85	-16.23
-61.68	187.17	-12.95
-54.56	232.37	-10.62
-40.13	268.27	-9.67
-23.34	292.87	-9.97
-8.73	303.68	-10.98
3.07	299.48	-11.73
12.23	279.87	-11.29
19.03	245.56	-9.62
24.04	198.93	-7.48
28.07	142.91	-5.57
31.6	80.64	-4.39
34.23	16.22	-4.82
-31.51	6.11	1.95
-26.47	71.11	2.49
-21.54	131.07	2.42
-15.41	184.17	1.63
-6.48	230.27	0.35
4.01	268.76	-1.15
13.81	297.64	-2.18
21.76	314.56	-2.3
27.55	317.18	-1.93
30.89	303.8	-1.51
32.82	274.52	-0.85
34.82	231.45	0.31
36.82	177.82	1.75
38.38	116.84	3.22
39.72	52.38	4.19
-53.96	48.86	-34
-54.53	101.29	-35.33
-53.36	147.41	-35.29
-48.85	186.81	-34.44
-39.93	219.12	-32.85
-27.21	242.94	-30.03
-13.33	256.5	-25.94
-1.91	257.61	-20.91
5.6	244.27	-15.15
10.22	216.36	-8.43
14.18	175.46	-0.63
18.43	124.61	7.58
23.45	67.35	14.98
29.37	7.62	20.35
-10.26	22.36	-24.4
-14.98	78.37	-27.65
-14.88	129.14	-30.23
-7.81	172.51	-32.68
5.49	205.85	-35.63
22.03	226.26	-39.77
38.79	231.88	-44.92
54.15	222.65	-49.62
65.83	199.29	-52.62
71.38	162.94	-52.95
71.13	116.01	-50.03
66.98	62.5	-44.71
61.07	6.11	-38.25
-35.49	49.51	-42.67
-32.68	102.34	-43.83
-28.08	150.18	-43.05
-22.04	192.35	-41.22
-13.84	226.75	-38.45
-4.17	250.27	-35.2
4.07	260.16	-32.22
11.54	254.86	-29.55
20.29	234.14	-27.19
30.23	199.52	-25.52
40.6	153.94	-24.43
50.89	100.44	-23.27
60.39	42	-21.58
-55.43	0.02	-27.12
-58.88	60.53	-25.76
-57.99	116.84	-23.54
-49.45	166.12	-21.59
-31.49	205.01	-20.82
-10.06	230.78	-21.5
10.51	241.26	-23.37
28.01	235.4	-25.75
42.05	214.25	-27.63
51.49	179.68	-27.71
55.79	134.21	-25.43
55.2	80.96	-21.18
50.21	23.37	-15.85
-26.72	7.2	-21.03
-22.47	62.2	-23.91
-17.06	113.82	-25.91
-9.96	160.11	-26.56
0.61	199.57	-26.73
13.55	229.96	-27.66
25.54	248.57	-29.97
34.2	253.29	-33.44
39.5	243.39	-37.46
42.22	219.65	-41.33
43.21	184.12	-43.87
43.43	139.24	-44.14
43.33	87.64	-41.75
42.92	31.66	-36.64
-91.75	4.17	11.89
-86.27	63.63	-0.71
-75.57	122.48	-15.04
-60.27	177.88	-29.55
-41.48	226.71	-42.2
-20.98	266.24	-52.17
-1.62	293.02	-58.72
13.58	304.16	-62.59
24.62	298.91	-64.32
33.91	278.15	-63.91
43.16	244.3	-61.5
53.03	200.41	-57.27
63.63	149.49	-51.54
74.93	94.11	-44.99
85.24	36.3	-38.45
-44.58	15.98	-7.05
-47.4	72.47	-5.56
-45.34	125.46	-2.08
-37.19	172.2	2.29
-23.41	209.68	5.9
-7.94	234.6	7.33
6.48	244.95	6.26
19.47	240.62	3.79
30.16	222.76	1.38
37.91	193.16	-0.35
42.77	154.09	-1.46
44.79	107.89	-2.12
44.76	56.74	-2.61
43.92	2.71	-3.45
-59.51	54.99	-35.03
-50.27	117.25	-31.38
-34.15	174.84	-25.98
-15.71	224.59	-20.54
1.72	263.7	-16.93
17.34	289.58	-15.41
30.4	300.71	-15.62
41.03	296.07	-16.93
48.64	276.05	-18.57
52.57	241.78	-19.58
54.13	195.24	-19.65
54.17	139.38	-18.85
52.75	76.82	-17.25
48.29	9.63	-15.17
-75.29	36.78	-21.71
-65.36	102.43	-24.53
-50.04	164.14	-25.25
-30.35	219.99	-25.04
-8.88	266.95	-25.03
10.99	301.08	-26.15
27.07	319.97	-28.38
38.23	322.52	-30.47
45.21	308.71	-31.36
49.92	280.03	-30.55
53.76	238.99	-28.28
57.04	188.36	-24.96
59.89	130.8	-21.13
62.46	68.5	-17.25
64.68	3.77	-14.28
-55.55	47.75	-19.74
-45.16	114.36	-18.93
-27.7	176.9	-17.15
-5.82	232.7	-16.06
16.75	278.37	-16.92
36.9	310.46	-19.79
53.12	325.87	-23.93
64.19	323.45	-27.83
70.3	303.6	-30.08
74.19	267.94	-30.5
77.51	219.58	-29.68
79.61	161.9	-28.07
79.39	97.74	-26.16
75.85	29.38	-24.6
-91.73	27.07	-27.39
-70.74	97.65	-27.68
-40.44	163.56	-26.94
-7.23	220.9	-27.04
23.97	266.73	-29.43
52.37	298.28	-34.37
75.95	313.06	-40.02
90.65	310	-43.78
97.73	289.15	-44.62
101.23	252.41	-42.34
102.52	202.8	-37.67
99.69	143.49	-31.54
92.84	77.58	-25.11
83.26	7.91	-19.76
-51.76	47.53	-16.08
-31.04	115.61	-18.04
-2.47	179.78	-19.31
29.81	237.19	-20.89
59.21	285.31	-24.41
80.38	320.65	-30.15
92.49	339.99	-36.78
96.58	342.11	-41.92
95.98	327.64	-44.46
93.89	298.31	-44.01
90.81	256.64	-40.97
86.19	205.95	-36.25
79.71	148.93	-30.6
71.86	87.78	-25.1
61.72	24.71	-20.74
12.58	11.67	8.57
17.83	31.92	8.07
20.6	50.34	6.83
21.15	66.28	5.05
21	79.2	2.83
21.31	88.98	0.15
21.5	95.62	-2.88
20.23	99.41	-6.1
17.67	100.97	-9.56
14.83	101.34	-13.46
12.26	101.5	-17.79
10.23	101.79	-22.28
8.8	102.21	-26.44
7.85	102.64	-29.79
7.47	102.92	-31.74
8.26	102.94	-31.85
10.86	102.51	-30.08
14.59	101.16	-26.97
17.62	98.6	-23.24
18.73	95.01	-19.62
18.02	90.98	-16.48
16.63	87.11	-14.06
15.49	83.56	-12.24
14.74	80.02	-10.77
14.32	76.07	-9.45
14.43	71.43	-8.01
15.37	65.94	-6.22
17.31	59.21	-4.16
20.03	50.95	-2.25
22.88	40.75	-0.95
25.18	28.36	-0.51
26.96	14.06	-0.84
-11.73	6.04	-2.57
-11.98	15.65	-3.22
-10.45	24.95	-3.98
-6.86	33.94	-5.01
-2.01	42.53	-6.23
2.36	50.59	-7.34
5.19	58.06	-8.05
6.16	64.92	-8.06
5.34	71.13	-7.27
3.66	76.62	-5.82
2.13	81.24	-4.04
1.26	84.78	-2.17
1.43	87	-0.42
2.5	87.85	0.78
3.91	87.57	1.23
5.62	86.57	0.99
7.86	85.04	0.28
9.91	83.18	-0.52
11.14	81.14	-1.12
11.64	79.18	-1.4
11.57	77.49	-1.3
11.09	76.1	-1.05
10.52	74.88	-0.84
10.13	73.58	-0.79
10.12	71.81	-1.05
10.49	69.15	-1.76
10.93	65.52	-2.97
11.1	61.07	-4.4
10.86	55.98	-5.61
9.8	50.21	-6.32
7.49	43.72	-6.36
4.34	36.49	-5.63
1.36	28.58	-4.29
-0.81	19.95	-2.61
-1.92	10.45	-0.91
-12.2	6.85	-5.74
-10.26	21.12	-8.63
