"GiroX"	"GiroY"	"GiroZ"
500.8	74.18	-94.96
562.43	82.73	-108.19
589.52	85.81	-114.7
580.58	83.79	-113.25
539.38	77.71	-103.76
472.67	68.94	-87.93
387.66	58.25	-68.3
288.86	45.91	-47.2
179.08	31.97	-26.28
62.1	16.46	-6.26
24.36	17.21	-19.49
145.66	36.28	-40.71
263.21	56.6	-61.75
371.12	76.68	-81.41
465.1	94.74	-98.33
541.99	109.33	-111.59
600.75	120.23	-120.78
641.96	127.85	-125.51
664.8	132.55	-125.77
665.46	134.31	-121.94
639.84	132.69	-114.2
590.01	126.8	-102.68
519.89	115.52	-86.96
432.49	98.61	-67.01
331.87	77	-43.58
220.83	52.03	-17.46
100.87	25.37	10.5
19.03	-9.91	-18.81
110.47	5.46	-36.46
196.54	19.55	-52.08
273.11	31.81	-66.03
336.94	42.22	-78.6
385.9	51.14	-89.55
420.23	59	-98.31
439.85	65.72	-103.75
442.15	70.43	-104.56
426.45	72.25	-100.27
391.89	70.67	-90.54
337.71	65.84	-76.01
267.63	58.43	-58.53
185.37	49.25	-39.5
93.33	39.03	-20.05
18.87	11.92	-32.07
121.17	22.25	-52.81
222.2	33.32	-72.4
319.38	44.61	-90.67
407.98	55.46	-106.65
482.24	65.16	-118.96
538.82	72.84	-126.66
577.93	77.68	-129.66
599.29	79.41	-127.98
599.63	78.36	-121.17
575.91	74.72	-108.93
528.47	68.53	-91.74
459.32	59.79	-70.48
372.47	48.41	-46.61
273.14	34.38	-21.78
163.89	17.97	3.08
47.45	-0.16	27.15
62.79	22.96	-20.68
147.59	37.96	-33.36
227.17	51.43	-45.6
299.87	62.71	-57.47
363.32	71.28	-68.79
415.09	77.05	-79.2
453.79	80.03	-87.97
476.11	80.15	-93.66
478.76	77.31	-95
460.49	71.45	-91.36
419.02	62.51	-82.24
355.44	50.97	-68.62
274.68	37.25	-52.42
180.57	21.43	-35.18
76.73	3.63	-18
76.81	14.6	-17.19
177.13	29.59	-28.69
272.1	42.94	-39.6
358.95	54.11	-49.86
435.38	63.07	-59.12
498.74	69.99	-66.83
547.07	74.92	-72.44
578.02	77.71	-75.16
588.26	78.02	-74.48
576.85	75.62	-70.55
542.74	70.17	-63.24
485.88	61.58	-52.83
410.45	49.97	-40.24
319.77	35.38	-26.17
215.64	17.95	-11.23
101.71	-1.64	3.99
48.77	10.18	-24.73
144.19	26.64	-35.96
234.94	40.84	-47.17
318.03	51.97	-58.44
390.73	59.66	-69.31
449.93	64	-79.13
491.75	65.1	-86.86
511.75	63.09	-90.86
505.38	58.02	-89.58
471.2	50.11	-82.27
413.67	40.18	-69.87
338.35	28.88	-54.28
249.53	16.37	-37.47
151.46	2.5	-21.18
47.44	-12.68	-6.27
94	11.12	-26.16
196.93	27.35	-38.35
295.64	42.33	-50.06
384.02	55.17	-60.56
456.49	65.24	-69.33
510.28	72.18	-76.16
544.95	75.86	-80.68
560.82	76.27	-82.28
556.85	73.37	-80.26
530.06	67.2	-73.89
479.44	58.02	-63.22
407.41	46.21	-49.13
317.39	32.05	-32.7
213.38	15.87	-15.15
99.22	-1.93	2.3
21.25	10.62	-26.19
134.36	28.24	-43.29
246.52	44.98	-60.01
352.35	59.81	-75.82
445.81	71.8	-90.31
521.03	80.09	-103.23
575.21	84.54	-114.25
606.65	85.22	-121.91
610.02	81.8	-123.87
582.98	74.22	-118.75
528.24	63.15	-106.56
451.42	49.7	-88.86
359.3	34.7	-68.14
255.71	18.46	-46.49
142.77	1.04	-25.26
23.71	-17.3	-5.02
81.98	6.69	-28.5
185.89	23.74	-44.3
283.7	39.95	-59.19
370.61	54.49	-72.55
443.44	66.62	-83.79
501.08	75.78	-92.3
543.71	81.64	-97.52
572.21	83.95	-99.47
587.42	82.61	-98.4
588.57	77.82	-94.48
573.32	69.82	-87.85
537.68	58.99	-78.22
479.23	46.07	-65.5
398.28	31.62	-50
297.86	15.77	-32.48
184.28	-1.38	-13.86
63.93	-19.33	5.07
63.02	24.87	-22.56
173	41.21	-40.2
277.53	56.65	-58.06
371.07	70.53	-75.39
448.56	81.92	-91.18
506.83	89.8	-104.35
545.51	93.43	-114.09
564.7	92.51	-119.62
561.92	87.14	-119.92
533.4	77.55	-114.15
479.67	64.61	-102.46
405.76	49.29	-86.18
317.12	32.52	-67.25
216.13	14.88	-47.26
104.54	-3.44	-27.15
75.79	12.87	-18.31
177.43	30.75	-34.6
271.89	47.98	-50.76
353.73	63.58	-66.29
421.38	76.69	-81.08
476.48	86.84	-94.91
521.68	93.8	-107.38
558.91	97.49	-118.15
588.99	97.99	-126.81
611.08	95.46	-132.94
623.08	90.01	-136.13
620.89	81.74	-135.86
599.56	71.02	-131.48
554.67	58.18	-122.26
485.4	43.66	-108.29
394.79	27.93	-90.54
288.21	11.43	-70.37
173.74	-5.24	-49.17
57.98	-21.57	-27.78
53.08	9.15	-4.86
137.96	17.89	-20.43
216.47	26.6	-36.06
287.31	35.72	-50.71
350.44	45.4	-63.79
407.17	55.15	-75.45
459.22	64.17	-86.1
506.84	71.64	-96
548.03	76.81	-104.97
579.35	79	-112.31
597.05	77.78	-116.84
597.92	73.05	-117.48
579.22	64.89	-113.56
537.82	53.77	-104.58
473.18	40.63	-91.05
387.71	26.31	-74.06
285.14	11.19	-54.92
171.07	-4.65	-34.89
51.77	-20.92	-14.68
86.72	17.8	-6.23
176.28	30.12	-20.43
259.31	42.33	-35.23
333.26	54.15	-50.29
397.98	65.47	-65.12
454.78	76.08	-79.06
505	85.37	-91.74
548.57	92.41	-102.83
583.77	96.31	-111.99
608.38	96.42	-118.85
618.41	92.36	-122.47
607.32	83.96	-121.48
569.89	71.66	-114.89
506.25	56.46	-102.86
421.56	39.61	-86.76
322.85	22.14	-68.27
216.77	4.59	-48.99
107.89	-12.75	-30.03
36.53	4.35	0.75
111.74	15.74	-12.45
185.21	26.63	-26.28
256.6	37.21	-40.15
324.11	47.71	-53.27
385.72	58.05	-65.1
440.53	67.71	-75.43
488.55	76.05	-84.22
529.76	82.49	-91.57
563.42	86.51	-97.57
588.68	87.88	-102.21
604.99	86.51	-105.23
611.07	82.46	-106.09
604.98	76.14	-104.46
585.7	68.14	-100.25
553.89	59.06	-93.64
511.34	49.37	-84.95
460.41	39.45	-74.75
402.88	29.61	-63.58
339.67	20.07	-51.78
271.47	10.88	-39.55
198.92	1.96	-26.97
122.18	-6.8	-13.95
42.31	-15.24	-0.67
33.6	-2.67	-2.71
85.97	6.36	-11.68
134.67	15.4	-19.9
178.87	24.15	-27.15
219.42	32.31	-33.53
257.43	39.72	-39.14
293.37	46.22	-44.1
327.34	51.68	-48.57
359.53	56.11	-52.83
390.01	59.44	-57.16
418.06	61.72	-61.67
442.52	63.24	-66.06
462	64.16	-69.92
474.69	64.34	-72.87
479.23	63.75	-74.51
476.03	62.33	-74.55
466.33	60	-73.02
451.43	56.96	-70.05
432.54	53.49	-65.98
410.58	49.84	-61.2
386.64	46.17	-56.06
361.61	42.5	-50.8
335.2	38.69	-45.41
306.05	34.77	-39.79
273.41	30.87	-33.85
237.91	26.91	-27.68
200.37	22.79	-21.35
161.75	18.52	-14.79
122.84	14.19	-8.02
83.16	10.02	-1.03
41.6	6.08	6.15
6.97	1.17	-6.01
43.17	8.7	-11.31
78.88	15.56	-16.62
113.58	21.49	-22.09
147.44	26.53	-27.77
181.26	31.03	-33.68
215.3	35.29	-39.72
248.68	39.35	-45.54
279.74	43.04	-50.69
307.02	46.15	-54.85
330.07	48.47	-58.03
349.26	49.84	-60.45
365.44	50.33	-62.32
379.16	50.09	-63.75
390.63	49.36	-64.87
400.29	48.31	-65.66
408.08	47.06	-66
413.3	45.73	-65.79
415.73	44.34	-65.07
414.97	42.71	-63.88
410.26	40.69	-62.28
402.14	38.37	-60.31
392.29	35.89	-58.01
381.85	33.41	-55.41
371.53	31.21	-52.51
362.07	29.54	-49.35
353.01	28.4	-45.98
343.44	27.64	-42.52
333	27.12	-39.04
321.04	26.66	-35.54
306.83	26.04	-32.03
290.32	25.1	-28.53
271.68	23.9	-25.02
251.54	22.58	-21.42
231.12	21.29	-17.8
210.78	20.03	-14.28
190.02	18.78	-10.93
168.88	17.5	-7.83
147.42	15.95	-5.12
124.52	13.87	-2.69
99.4	11.17	-0.38
71.86	7.72	1.91
40.29	3.35	4.47
3.98	-1.71	7.41
4.1	1.79	-1.99
34.69	5.22	-6.76
65.96	8.61	-11.7
96.51	12.07	-16.48
125.79	15.56	-20.87
154.67	19.02	-24.9
184.44	22.58	-28.75
215.06	26.35	-32.53
245.49	30.2	-36.24
275.16	33.79	-39.96
303.68	36.87	-43.69
330.15	39.37	-47.22
353.69	41.38	-50.2
373.95	43.01	-52.53
391.37	44.33	-54.18
406.05	45.39	-55.22
417.44	46.24	-55.65
425.18	47.04	-55.53
429.05	47.84	-54.89
428.39	48.66	-53.76
422.64	49.41	-52.15
412.55	50.13	-50.22
399.41	51.01	-48.12
384.59	52.51	-45.87
369.37	55.21	-43.66
354.11	58.9	-41.68
339.28	62.6	-40.07
325.34	65.34	-38.89
311.41	66.36	-37.94
296.47	65.46	-36.82
280.39	62.93	-35.24
263.43	59.14	-32.99
246.04	54.55	-30.28
229	49.57	-27.34
212.56	44.51	-24.4
196.24	39.47	-21.54
179.91	34.2	-18.88
163.29	28.41	-16.4
145.81	21.68	-13.87
127.72	14.37	-11.18
109.1	7.45	-8.27
89.12	1.56	-4.96
66.83	-2.97	-1.25
42.54	-6.3	2.63
16.78	-8.87	6.37
14.13	-4.11	-3.06
43.55	-0.05	-7.53
72.86	4.1	-11.95
101.62	8.16	-16.06
129.79	12.04	-19.63
157.24	15.78	-22.49
183.78	19.47	-24.74
209.5	23.17	-26.62
234.7	26.94	-28.25
259.02	30.67	-29.64
281.25	34.16	-30.74
300.08	37.14	-31.52
314.82	39.32	-31.99
325.06	40.61	-32.2
330.77	41.11	-32.16
332.67	41.14	-31.91
332.39	41.07	-31.46
331.45	41.21	-30.93
330.88	41.8	-30.59
330.76	42.82	-30.63
329.95	44.12	-31.04
326.6	45.48	-31.64
319.51	46.58	-32.22
309.42	47.16	-32.71
297.91	46.8	-33.09
286.77	45.52	-33.39
277.37	43.86	-33.56
270.2	42.28	-33.5
265.06	40.98	-33.14
261.76	39.91	-32.51
259.29	38.86	-31.61
256.17	37.66	-30.54
251.42	36.28	-29.26
244.56	34.52	-27.71
235.68	32.2	-25.81
225.82	29.26	-23.56
216.11	25.86	-21.16
206.41	22.28	-18.8
196.48	19.15	-16.67
186.17	16.92	-14.76
175.42	15.43	-12.98
164.27	14.26	-11.28
152.43	13.11	-9.62
138.97	11.9	-7.94
123.3	10.59	-6.17
105.42	8.91	-4.29
84.64	6.51	-2.23
60.68	3.45	0.05
34.65	0.08	2.43
7.79	-3.36	4.68
27.02	9.3	-5.34
58.51	12.75	-9.14
89.55	16.09	-13.13
119.33	19.45	-17.08
147.59	22.89	-20.74
174.77	26.36	-24
201.11	29.71	-26.84
226.19	32.68	-29.29
249.74	35.22	-31.31
271.68	37.32	-33
291.91	39.05	-34.54
310.22	40.5	-36.06
326.28	41.78	-37.48
338.89	42.9	-38.62
346.5	43.69	-39.28
348.66	44.04	-39.31
346.13	43.9	-38.64
340.13	43.35	-37.31
332.64	42.67	-35.58
325.44	42.12	-33.77
318.99	42.06	-32.16
313.53	42.72	-30.86
308.67	43.87	-29.89
302.9	44.94	-29.22
295.47	45.62	-28.85
286.82	45.81	-28.58
276.9	45.43	-28.12
266.36	44.56	-27.29
257.12	43.54	-26
250.29	42.68	-24.36
245.96	42.26	-22.69
244.79	42.36	-21.39
245.93	42.74	-20.58
247.18	42.9	-20.21
246.7	42.46	-20.04
243.06	41.02	-19.79
235.27	38.32	-19.25
224.24	34.79	-18.23
211.97	31.06	-16.6
199.63	27.67	-14.52
188.44	25.07	-12.39
179.79	23.59	-10.69
173.52	23.08	-9.7
168.48	23.09	-9.38
163.27	23.08	-9.52
155.85	22.55	-9.62
144.86	21.19	-9.25
130.62	18.88	-8.37
114.89	15.75	-7.11
99.17	12.17	-5.67
84.21	8.81	-4.16
69.71	6.12	-2.61
54.64	4.11	-0.97
38.65	2.4	0.66
21.19	0.53	2.3
1.06	-1.93	4.06
9.92	-0.97	-1.92
25.38	1.31	-3.65
42.49	3.99	-5.46
59.02	6.88	-7.11
71.55	9.51	-8.33
79.01	11.46	-9.02
83.68	12.61	-9.41
88.36	13	-9.91
94.41	13.02	-10.99
102.63	13.15	-12.72
113.66	13.89	-14.9
127.86	15.58	-17.27
145.09	18.34	-19.63
164.54	21.9	-21.82
184.61	25.79	-23.75
203.28	29.56	-25.26
218.47	32.73	-26.24
230.34	34.95	-26.97
241.01	36.2	-27.74
251.77	36.76	-28.75
262.53	37.04	-29.93
273.27	37.47	-31.09
283.93	38.18	-31.99
293.93	39.1	-32.54
302.93	40.05	-32.94
310.38	40.67	-33.34
315.01	40.6	-33.82
315.73	39.83	-34.34
312.01	38.48	-34.64
303.67	36.73	-34.53
292.18	34.98	-33.97
279.96	33.89	-33
269.34	33.78	-31.9
262.46	34.29	-31.11
259.87	35	-30.8
259.87	35.65	-30.61
260.06	36.09	-30.23
259.06	36.11	-29.6
255.55	35.47	-28.54
248.97	34.16	-26.9
240.16	32.48	-24.63
230.13	30.84	-21.92
220.48	29.67	-19.26
213.44	29.09	-17.21
209.67	28.88	-15.92
208.81	28.72	-15.34
210.44	28.6	-15.31
212.58	28.55	-15.41
213.02	28.28	-15.39
210.41	27.49	-15.16
204.14	26.16	-14.5
194.04	24.22	-13.26
181.03	21.67	-11.61
166.33	18.82	-9.87
151.21	16.06	-8.4
137.19	13.61	-7.45
125.24	11.39	-6.99
115.36	9.41	-6.83
107.86	7.84	-6.87
101.96	6.41	-6.94
95.2	4.76	-6.74
85.81	2.92	-6
73.28	1.04	-4.61
57.96	-0.86	-2.77
41.22	-2.8	-0.85
23.84	-4.68	0.91
6.15	-6.22	2.4
1.21	0.78	-1.39
22.03	4.38	-3.21
41.73	7.79	-4.98
61.11	11.06	-6.79
80.73	14.15	-8.57
100.32	16.99	-10.27
119.4	19.61	-11.85
138.07	22.08	-13.35
156.8	24.47	-14.83
176.74	26.91	-16.42
198.83	29.74	-18.17
222.66	33.28	-20.03
246.77	37.42	-21.92
269.95	41.71	-23.73
291.26	45.61	-25.3
309.76	48.77	-26.56
325.12	51.05	-27.51
337.57	52.57	-28.21
347.17	53.63	-28.76
353.95	54.55	-29.25
358.03	55.36	-29.69
358.95	55.95	-30
356.06	56.16	-30.14
348.59	55.74	-30.02
336.27	54.51	-29.6
320.27	52.46	-28.99
302.79	49.95	-28.33
285.44	47.52	-27.61
269.73	45.79	-27
257.05	45.06	-26.58
247.57	45.15	-26.31
240.93	45.69	-26.06
237.15	46.45	-25.81
236.32	47.1	-25.65
237.48	47.25	-25.64
239.2	46.74	-25.64
240.12	45.64	-25.35
239.31	44.15	-24.6
237.38	42.6	-23.72
235.56	41.16	-22.96
233.41	39.82	-22.15
230.37	38.57	-21.16
226.51	37.29	-19.91
221.58	36.05	-18.43
215.69	34.94	-16.91
209.65	33.64	-15.57
202.76	31.55	-14.38
193.37	28.63	-13.07
180.87	25.45	-11.46
166.26	22.42	-9.69
151.36	19.61	-8.13
137.64	17.06	-7.02
125.34	14.83	-6.15
113.9	13.01	-5.25
103.32	11.45	-4.42
93.55	9.98	-3.81
83.61	8.19	-3.32
72.69	5.63	-2.89
59.95	2.19	-2.38
44.14	-1.77	-1.54
25.28	-5.83	-0.38
4.64	-9.76	0.98
15.87	2.15	-6.16
36.35	4.68	-7.37
60.19	7.33	-9.09
86.52	10.04	-11.22
113.51	12.78	-13.49
139.26	15.54	-15.65
162.79	18.17	-17.53
184.64	20.75	-19.05
206.08	23.48	-20.3
227.82	26.43	-21.44
249.65	29.5	-22.66
271.16	32.6	-24.03
292.12	35.6	-25.5
311.51	38.35	-26.84
328.12	40.79	-27.86
340.92	42.81	-28.55
349.3	44.27	-28.82
353.32	45.12	-28.8
354.1	45.42	-28.61
352.67	45.19	-28.25
349.57	44.52	-27.77
346.12	43.57	-27.36
342.99	42.49	-27.15
340.01	41.39	-27.25
337.93	40.39	-27.53
336.63	39.52	-27.8
334.43	38.79	-27.93
330.58	38.34	-27.8
325.24	38.24	-27.23
318.41	38.28	-26.09
310.37	38.2	-24.46
301.91	38.01	-22.51
293.18	37.87	-20.41
284.38	37.98	-18.43
275.79	38.26	-16.69
267.4	38.57	-15.13
259.29	38.75	-13.69
251.09	38.62	-12.25
241.82	38.03	-10.72
231.12	36.92	-9.05
219.36	35.27	-7.25
207.24	33.06	-5.54
195.29	30.37	-4.12
184.03	27.61	-3.13
173.99	25.35	-2.63
165.42	23.83	-2.54
157.86	22.71	-2.66
150.54	21.46	-2.75
142.77	19.87	-2.62
133.21	17.84	-2.13
121.14	15.4	-1.25
107.24	12.64	-0.18
92.23	9.74	0.83
76.17	6.87	1.68
59.08	4.12	2.47
40.73	1.38	3.35
20.72	-1.63	4.45
12.49	-4.07	-5.9
29.34	-1.45	-6.61
48.38	1.53	-7.53
69.61	4.75	-8.8
93.07	8.09	-10.5
118.44	11.49	-12.57
144.74	14.93	-14.86
171.12	18.32	-17.28
197.27	21.69	-19.84
223.04	25.08	-22.42
248.88	28.65	-25
275.4	32.42	-27.61
302.24	36.23	-30.29
328.19	39.86	-33
352.02	43.09	-35.66
372.46	45.65	-38.14
387.65	47.28	-40.29
396.14	47.88	-41.86
397.62	47.44	-42.63
393.28	46.04	-42.56
385.33	43.84	-41.83
375.89	41.22	-40.65
367.21	38.57	-39.31
360.86	36.09	-38.03
356.7	33.75	-36.83
353.57	31.46	-35.65
349.74	29.16	-34.37
343.58	26.77	-32.78
334.68	24.35	-30.81
324.11	22.1	-28.44
313.25	20.28	-25.76
303.69	19.22	-23
296.8	19.2	-20.46
292.38	20.38	-18.31
289.99	22.83	-16.65
288.57	26.14	-15.34
285.54	29.43	-14.18
279	31.96	-12.99
269.01	33.47	-11.76
256.22	33.99	-10.4
241.82	33.88	-8.92
227.89	33.58	-7.41
215.74	33.42	-6.06
205.33	33.61	-4.98
196.49	33.99	-4.24
188.5	34.14	-3.77
180.08	33.65	-3.39
170.5	32.22	-2.9
159.02	29.43	-2.3
146.14	25.39	-1.69
132.67	20.65	-1.08
118.53	15.83	-0.46
103.47	11.41	0.15
87.51	7.5	0.78
70.7	3.84	1.42
52.83	0.22	2.12
33.71	-3.46	3.06
13.12	-7.3	4.33
11.54	-0.78	-1.83
32.85	4.36	-3.14
55.8	9.18	-4.78
79.37	13.11	-6.61
102.64	15.96	-8.36
125.05	17.88	-9.93
146.66	19.18	-11.33
167.88	20.46	-12.57
189.07	22.14	-13.68
210.1	24.32	-14.72
230.76	26.79	-15.69
250.87	29.22	-16.55
269.45	31.36	-17.28
285.12	32.95	-17.85
297.05	33.92	-18.26
304.9	34.42	-18.4
308.74	34.63	-18.2
309.26	34.56	-17.64
307.68	34.21	-16.77
305.82	33.66	-15.78
305.66	33.11	-14.9
308.11	32.73	-14.31
313.49	32.57	-14.14
321.6	32.57	-14.49
330.24	32.64	-15.2
336.95	32.65	-16.1
341.16	32.5	-17.02
343.02	32.15	-17.68
342.79	31.54	-17.89
342.05	30.72	-17.75
342.19	29.88	-17.38
343.1	29.29	-16.86
344.58	29.19	-16.26
346.32	29.51	-15.52
346.99	29.77	-14.65
346.02	29.41	-13.84
342.83	28.13	-12.98
335.99	25.95	-11.75
325.92	23.15	-9.99
314.58	20.02	-7.81
302.95	16.8	-5.31
291.75	13.75	-2.84
282.36	11.21	-0.87
274.46	9.27	0.51
266.49	7.9	1.41
257.82	7.13	1.98
248.32	6.93	2.24
237.76	7.19	2.23
225.96	7.73	2.17
212.51	8.31	2.33
196.96	8.8	2.72
180.25	9.17	3.09
164.12	9.38	3.08
149.05	9.51	2.67
134.95	9.68	1.89
121.53	10.03	0.97
107.78	10.26	0.22
93.01	9.88	-0.26
77.17	8.58	-0.53
60.18	6.15	-0.62
41.78	2.44	-0.48
22.03	-2.57	-0.09
1.14	-8.29	0.42
12.97	-7.51	-4.08
38.99	-6.35	-5.56
65.73	-5.17	-6.95
91.51	-3.85	-8.21
114.83	-2.46	-9.45
135.78	-1.11	-10.75
155.81	0.33	-12.17
176.31	2.06	-13.75
197.53	4.25	-15.38
219.48	6.99	-16.96
242.27	10.08	-18.4
265.25	13.24	-19.6
286.63	16.21	-20.49
304.89	18.65	-21.13
319.42	20.37	-21.55
330.51	21.47	-21.81
339.48	22.24	-21.96
348.43	22.94	-22.08
358.65	23.83	-22.19
370.19	25.07	-22.35
382.92	26.64	-22.52
395.97	28.39	-22.55
407.87	30.06	-22.34
417.22	31.44	-21.88
422.75	32.43	-21.13
423.81	33.04	-20.18
420.85	33.3	-19
414.9	33.13	-17.45
406.83	32.59	-15.45
397.66	31.87	-13.2
388	31.2	-10.85
377.73	30.58	-8.4
366.71	29.91	-5.81
355.38	29.22	-3.02
343.32	28.43	-0.06
329.69	27.52	2.91
314.96	26.54	5.69
299.67	25.54	8.18
283.48	24.59	10.31
267.02	23.94	11.95
251.57	23.81	12.97
236.96	24.21	13.47
222.37	24.87	13.63
207.13	25.48	13.7
191.15	25.81	13.86
174.72	25.68	14.08
158.29	24.95	14.19
141.66	23.59	14.13
124.65	21.77	13.9
107.57	19.59	13.39
89.78	17.04	12.72
70.77	14.14	11.97
50.96	10.76	11.22
29.86	6.61	10.62
6.79	1.68	10.15
16.56	0.53	-7.3
41.02	2.32	-8.63
66.5	4.19	-10.3
93.38	6.53	-12.26
121.21	9.47	-14.53
149.37	12.83	-17.04
176.97	16.22	-19.49
203.36	19.33	-21.66
228.54	22.05	-23.38
253.06	24.36	-24.73
277.6	26.48	-25.98
302.19	28.68	-27.23
326.32	31.04	-28.49
348.97	33.34	-29.7
368.86	35.42	-30.64
384.58	37.19	-31.1
395.2	38.57	-30.96
400.33	39.57	-30.1
400.55	40.29	-28.52
397.06	40.91	-26.37
391.55	41.65	-24.07
386.33	42.66	-22.26
382.42	44.06	-21.4
379.04	45.84	-21.34
375.07	47.6	-21.68
369.72	48.59	-22.1
362.11	48.42	-22.33
352.02	47.21	-22.09
340.45	45.35	-21.29
328.66	43.22	-20.04
318.6	41.31	-18.66
312.4	39.95	-17.63
309.83	39.16	-17.14
309.61	38.82	-17.16
310.22	38.62	-17.61
308.79	38.05	-17.9
303.14	36.6	-17.49
293.23	34.06	-16.25
279.99	30.83	-14.36
264.9	27.83	-12.11
250.13	25.9	-9.79
236.98	25.39	-7.84
225.48	26.2	-6.57
215.5	28.03	-6.19
