GiroX	GiroY	GiroZ
247.71	9.61	0.10
253.15	10.16	-0.77
255.88	10.64	-1.42
252.67	10.74	-1.50
259.78	10.85	-1.38
268.01	11.63	-1.49
269.09	12.36	-1.91
262.71	12.59	-2.45
250.36	12.10	-2.74
235.78	11.05	-2.68
220.51	9.68	-2.45
203.51	8.53	-2.10
182.38	7.66	-1.82
155.95	6.83	-1.63
124.56	5.91	-1.50
89.59	4.87	-1.42
53.62	3.68	-1.49
19.06	2.38	-1.80
-13.33	1.04	-2.02
-42.79	-0.43	-1.81
-68.05	-1.87	-1.18
-89.51	-3.21	-0.39
-109.79	-4.38	0.40
-131.45	-5.23	0.93
-154.67	-5.84	1.34
-178.65	-6.34	1.71
-203.09	-6.86	2.09
-228.32	-8.22	2.33
-254.97	-10.44	2.36
-278.53	-12.23	2.24
-274.74	-11.97	2.24
-266.77	-11.58	2.43
-257.33	-11.19	2.90
-248.20	-10.79	3.58
-242.87	-10.64	3.93
-239.28	-10.33	3.97
-235.18	-9.89	3.65
-229.59	-9.46	3.11
-223.09	-9.11	2.40
-215.28	-8.75	1.47
-204.55	-8.16	0.63
-189.53	-6.56	0.25
-170.13	-4.08	0.18
-151.07	-1.92	0.24
-156.46	-1.68	0.13
-162.64	-1.50	-0.19
-166.34	-1.23	-0.68
-165.69	-0.97	-1.23
-158.90	-0.59	-1.52
-149.56	-0.38	-1.70
-138.99	-0.27	-1.77
-127.29	-0.16	-1.67
-113.95	0.01	-1.41
-98.68	0.24	-0.94
-82.11	0.38	-0.55
-64.71	0.39	-0.30
-45.67	0.43	0.09
-24.52	0.57	0.73
-1.68	0.73	1.61
22.12	0.96	2.84
47.13	1.24	4.36
73.42	1.49	5.90
100.54	1.75	7.18
127.34	1.98	7.88
152.65	2.20	7.95
176.99	2.68	7.73
195.15	3.34	7.49
196.80	3.54	7.17
195.02	3.55	6.66
191.35	3.54	5.87
186.01	3.51	5.06
178.97	3.42	4.38
170.71	3.38	3.50
162.32	3.46	2.05
154.04	3.75	-0.09
146.17	4.34	-2.42
139.21	5.23	-4.18
134.19	6.37	-5.04
130.18	7.36	-5.32
126.04	7.64	-5.38
126.25	7.41	-5.32
140.55	7.52	-5.12
155.91	7.87	-4.96
170.36	8.35	-4.80
183.14	8.89	-4.83
194.14	9.34	-5.06
203.13	9.51	-4.94
209.01	9.45	-4.42
210.65	9.19	-3.64
207.45	8.64	-2.89
199.45	7.74	-2.52
187.00	6.62	-2.45
171.39	5.65	-2.43
152.59	5.21	-2.61
131.68	5.14	-3.07
109.49	4.96	-3.55
86.29	4.38	-3.47
62.20	3.59	-3.06
37.56	2.71	-2.54
12.87	1.85	-2.06
-11.74	1.17	-1.85
-36.67	0.55	-1.77
-61.97	-0.08	-1.77
-87.86	-0.72	-1.83
-114.79	-1.32	-1.96
-143.14	-1.94	-2.13
-173.22	-2.98	-2.37
-205.36	-5.39	-2.64
-238.34	-8.37	-2.82
-250.11	-9.41	-2.75
-245.14	-9.15	-2.60
-239.11	-8.95	-2.50
-233.28	-8.90	-2.40
-229.96	-8.88	-2.34
-228.98	-8.83	-2.33
-227.96	-8.65	-2.32
-227.09	-8.47	-2.24
-225.58	-8.35	-2.23
-223.46	-8.32	-2.39
-220.15	-8.31	-2.77
-212.51	-7.75	-3.18
-197.91	-5.99	-3.79
-177.68	-3.88	-4.71
-174.95	-3.58	-6.04
-186.43	-4.24	-7.58
-196.08	-4.50	-8.63
-202.16	-4.35	-9.18
-203.24	-4.03	-9.49
-199.80	-3.60	-9.69
-193.87	-3.28	-9.86
-184.85	-3.04	-9.94
-172.78	-2.79	-9.77
-156.46	-2.42	-9.26
-135.07	-1.81	-8.21
-110.23	-1.13	-6.66
-83.85	-0.43	-4.58
-56.09	0.44	-2.14
-26.28	1.44	0.60
6.08	2.55	3.49
40.45	3.52	6.21
75.07	4.18	8.66
109.34	4.61	10.87
143.33	4.88	12.86
177.63	5.21	14.59
212.44	5.65	16.11
240.79	6.26	16.89
247.75	6.41	16.65
252.41	6.29	15.91
255.44	6.26	14.87
258.75	6.73	13.94
262.28	7.67	13.08
264.74	8.77	11.93
265.88	9.65	10.26
266.00	9.82	8.06
266.66	9.93	5.48
268.24	10.29	2.58
270.02	10.94	-0.46
270.46	11.64	-3.28
267.54	12.32	-5.75
265.81	12.83	-7.15
278.77	13.42	-7.14
286.35	13.71	-6.70
287.58	13.75	-6.30
281.87	13.25	-6.09
270.70	12.30	-5.97
256.18	11.01	-5.71
239.23	9.69	-5.25
219.37	8.91	-4.66
195.41	8.19	-3.99
167.13	7.34	-3.17
135.38	6.35	-2.32
101.98	5.27	-1.56
69.08	3.96	-0.87
38.96	2.50	-0.46
12.57	1.27	-0.47
-10.66	0.36	-0.69
-31.73	-0.59	-0.87
-51.91	-1.44	-1.04
-72.30	-2.22	-1.08
-93.72	-2.93	-1.06
-116.58	-3.68	-0.70
-141.09	-4.49	-0.00
-166.87	-5.29	0.89
-193.45	-6.03	1.79
-221.14	-6.76	2.61
-251.37	-8.42	2.94
-283.93	-11.26	2.76
-303.19	-12.79	2.51
-296.73	-12.37	2.60
-292.08	-12.30	2.95
-285.62	-11.96	3.74
-280.97	-11.62	4.55
-279.20	-11.40	4.91
-277.17	-11.05	4.90
-273.04	-10.50	4.39
-266.56	-9.92	3.30
-258.32	-9.50	1.75
-248.08	-9.21	0.01
-235.36	-9.01	-1.59
-218.94	-7.80	-2.60
-198.74	-5.27	-3.10
-189.37	-3.88	-3.56
-202.35	-4.19	-4.13
-209.59	-4.07	-4.84
-214.44	-4.18	-5.97
-213.36	-4.19	-6.96
-205.61	-3.96	-7.37
-194.91	-3.71	-7.45
-183.62	-3.49	-7.39
-171.40	-3.21	-7.10
-157.37	-2.71	-6.53
-141.83	-2.06	-5.64
-124.83	-1.38	-4.48
-105.54	-0.63	-3.13
-82.42	0.51	-1.24
-54.40	1.92	1.14
-21.12	3.08	3.31
17.13	3.93	5.29
58.02	4.80	7.64
98.66	5.82	10.76
137.79	7.08	14.27
174.97	8.08	16.94
210.12	8.79	19.03
244.25	9.44	20.68
257.85	9.95	21.19
266.33	9.97	21.04
277.24	10.23	20.70
290.14	10.79	20.19
302.97	11.39	19.12
313.05	12.00	17.51
318.26	12.46	16.05
320.01	12.47	15.09
321.01	12.28	14.25
323.13	11.78	12.71
325.26	11.29	10.09
325.88	11.35	7.63
324.00	11.80	5.39
316.13	13.09	2.60
320.23	15.32	-0.06
321.02	18.07	-2.42
312.48	19.84	-4.28
296.16	20.27	-5.47
274.58	19.58	-6.06
250.22	18.16	-6.28
223.95	16.60	-6.26
193.32	15.17	-6.18
156.62	13.47	-6.24
114.09	11.43	-6.28
68.10	8.59	-5.55
21.25	5.28	-4.26
-24.62	2.13	-2.91
-67.34	-1.46	-1.00
-106.21	-5.70	2.13
-140.84	-9.86	5.68
-172.44	-13.01	8.44
-203.45	-15.02	9.98
-235.81	-16.19	10.10
-271.58	-18.69	9.09
-307.34	-21.24	7.74
-315.51	-21.12	6.65
-313.39	-19.96	5.64
-311.49	-18.58	4.17
-307.42	-16.67	2.46
-304.76	-14.76	1.05
-303.58	-13.16	-0.10
-301.19	-11.83	-1.00
-296.30	-10.88	-2.85
-289.52	-10.44	-5.73
-280.83	-10.61	-8.97
-269.58	-11.34	-12.51
-255.51	-12.35	-15.47
-237.69	-11.63	-17.59
-219.54	-10.44	-19.63
-226.78	-11.05	-21.68
-238.59	-11.53	-22.78
-242.32	-11.32	-22.93
-242.12	-11.10	-22.82
-235.87	-10.68	-22.88
-224.76	-10.27	-22.98
-211.40	-9.96	-22.90
-196.60	-9.48	-22.12
-180.18	-8.69	-20.42
-162.29	-7.58	-17.93
-143.12	-6.12	-14.63
-122.72	-4.42	-10.95
-100.53	-2.36	-6.94
-75.25	0.07	-2.61
-47.35	2.23	1.16
-19.60	3.60	3.62
5.96	4.64	5.63
31.30	5.68	7.74
57.63	6.60	10.01
85.78	7.57	12.66
116.15	8.49	15.40
149.25	9.65	18.00
183.76	10.83	20.39
218.65	11.82	22.26
252.87	12.50	23.50
284.43	12.73	23.89
295.01	12.79	23.22
296.91	12.19	21.53
298.28	11.94	19.85
300.48	12.29	18.37
304.06	12.90	16.60
308.19	13.44	14.44
311.89	13.15	12.14
316.40	12.43	10.00
321.60	11.80	8.05
326.50	10.84	6.38
330.48	9.76	5.02
331.90	9.03	4.17
329.53	8.86	3.71
322.95	9.16	3.56
327.68	9.66	3.45
330.49	10.60	3.34
324.64	11.17	2.89
311.23	11.14	2.22
292.59	10.54	1.64
270.98	9.61	1.29
247.31	8.98	1.18
219.37	8.32	0.93
186.58	7.40	0.60
149.92	6.63	0.10
111.42	6.33	-0.82
73.45	6.07	-1.96
38.24	5.49	-2.95
8.08	4.65	-3.45
-15.55	3.28	-3.38
-33.53	1.75	-2.84
-47.66	0.27	-2.16
-59.54	-1.09	-1.53
-71.37	-2.35	-1.07
-84.62	-3.29	-0.77
-98.68	-3.68	-0.80
-112.49	-3.64	-1.12
-126.04	-3.36	-1.49
-139.11	-3.07	-1.65
-150.51	-3.07	-1.55
-159.43	-3.25	-1.30
-165.65	-3.39	-1.05
-169.67	-3.44	-0.81
-172.09	-3.41	-0.46
-173.47	-3.32	-0.08
-174.37	-3.27	0.35
-175.80	-3.24	0.80
-178.90	-3.16	1.09
-184.58	-3.42	0.91
-193.17	-4.44	0.23
-203.43	-5.86	-0.58
-212.73	-7.21	-1.28
-208.54	-7.55	-1.65
-192.98	-7.28	-1.68
-178.13	-7.12	-0.93
-164.66	-6.98	0.18
-153.29	-6.79	0.56
-143.42	-6.56	0.40
-134.09	-6.37	0.18
-124.93	-6.24	-0.08
-115.27	-6.18	-0.36
-103.68	-6.11	-0.42
-89.60	-5.77	-0.06
-73.58	-4.68	0.76
-56.03	-3.18	1.67
-38.34	-1.72	2.29
-33.11	-1.35	2.28
-39.38	-1.63	1.83
-46.04	-1.83	0.72
-52.80	-1.99	-0.53
-59.10	-2.10	-0.97
-65.40	-2.17	-0.96
-72.07	-2.25	-0.90
-78.62	-2.27	-0.82
-84.78	-2.23	-0.74
-90.87	-2.24	-0.77
-96.16	-2.34	-1.03
-99.90	-2.47	-1.45
-102.50	-2.56	-1.91
-104.14	-2.65	-2.23
-104.72	-2.67	-2.27
-104.29	-2.61	-1.99
-102.94	-2.51	-1.66
-101.46	-2.44	-1.53
-100.61	-2.42	-1.60
-100.29	-2.43	-1.69
-100.10	-2.46	-1.82
-100.12	-2.53	-1.99
-100.29	-2.65	-2.18
-100.14	-2.78	-2.32
-99.73	-2.87	-2.34
-99.39	-2.95	-2.22
-99.30	-3.06	-2.09
-99.75	-3.18	-2.04
-101.03	-3.31	-2.03
-102.95	-3.51	-2.15
-104.78	-3.76	-2.37
-105.30	-3.94	-2.51
-103.66	-3.99	-2.50
-99.82	-3.95	-2.44
-94.14	-3.84	-2.34
-87.07	-3.69	-2.20
-79.31	-3.47	-2.01
-71.45	-3.22	-1.77
-63.67	-2.92	-1.49
-55.78	-2.60	-1.21
-47.74	-2.24	-0.91
-39.26	-1.88	-0.60
-29.95	-1.52	-0.37
-19.98	-1.16	-0.17
-10.05	-0.80	0.01
