GiroX	GiroY	GiroZ
-177.25	167.68	16.82
-167.41	161.19	13.15
-155.75	150.56	8.22
-145.63	136.31	2.13
-137.41	119.06	-5.18
-128.15	99.81	-14.02
-105.07	81.29	-23.01
-62.71	65.77	-28.93
-14.32	51.46	-31.85
26.89	37.86	-32.41
47.39	26.16	-31.68
48.17	18.17	-31.34
38.37	13.95	-32.46
23.90	12.23	-35.03
6.65	11.09	-38.58
-11.09	9.05	-42.41
-25.87	5.40	-46.16
-34.76	-0.49	-49.85
-36.19	-8.78	-53.47
-30.45	-19.25	-56.98
-18.52	-31.27	-60.51
-1.85	-44.21	-64.19
15.41	-57.75	-67.93
32.71	-71.06	-71.24
52.50	-82.33	-73.69
74.10	-91.35	-75.05
94.95	-98.50	-75.24
113.69	-104.33	-74.36
129.32	-108.24	-72.31
140.16	-110.48	-69.25
143.28	-112.81	-65.78
138.79	-114.55	-61.77
128.03	-114.29	-56.95
112.93	-110.97	-51.37
93.79	-104.56	-44.58
71.56	-95.19	-35.90
46.52	-82.65	-25.13
19.56	-66.88	-12.63
-6.25	-48.60	0.50
-29.48	-28.43	13.10
-49.93	-7.45	24.28
-68.66	13.89	33.46
-85.52	35.15	40.46
-99.83	56.64	45.54
-108.83	80.06	49.39
-112.90	104.93	51.91
-113.16	129.79	53.09
-111.16	153.11	53.43
-107.42	173.83	52.84
-102.84	191.17	50.59
-97.24	204.37	46.18
-90.44	212.65	39.69
-83.40	215.08	31.75
-75.90	211.69	23.07
-66.82	203.05	14.24
-56.25	189.48	5.90
-44.73	171.16	-1.69
-32.00	148.41	-8.53
-19.44	121.69	-14.39
-8.51	91.63	-18.95
-0.04	58.91	-22.32
5.86	24.14	-24.93
9.96	-12.03	-27.10
13.39	-48.93	-28.80
17.18	-85.84	-29.89
22.14	-121.75	-30.49
28.49	-155.74	-30.46
34.97	-187.39	-29.49
41.72	-216.08	-27.66
50.85	-240.79	-25.46
61.45	-260.63	-23.04
70.41	-275.10	-20.14
76.65	-283.94	-16.28
81.31	-287.16	-11.45
85.36	-285.34	-5.93
88.79	-278.80	0.15
92.58	-267.75	6.84
95.52	-252.37	13.89
96.42	-232.75	20.98
95.27	-209.08	27.98
92.13	-181.75	34.62
87.56	-151.14	40.61
81.43	-117.90	45.92
71.80	-82.88	50.68
58.92	-46.93	54.58
44.33	-10.81	56.93
28.76	24.66	57.03
11.98	58.59	54.95
-5.38	90.53	51.19
-21.34	119.89	46.16
-35.23	146.22	40.15
-45.13	169.35	33.93
-50.50	188.88	28.20
-52.75	204.47	23.33
-53.47	216.15	19.65
-54.18	224.08	17.13
-56.14	228.50	15.35
-59.13	229.76	13.94
-62.69	228.26	12.87
-66.27	224.42	12.55
-69.13	218.51	13.14
-70.53	210.75	14.59
-70.10	201.16	16.86
-67.92	189.68	19.96
-64.26	176.17	23.74
-61.02	160.61	27.69
-59.91	143.39	31.29
-60.97	124.95	34.04
-63.25	105.78	35.47
-65.26	86.09	35.48
-65.76	65.78	34.41
-64.41	44.57	32.65
-60.28	22.40	30.40
-52.26	-0.46	27.55
-41.01	-23.72	24.21
-28.12	-47.08	20.58
-15.27	-69.99	16.76
-4.10	-91.72	12.65
3.94	-111.55	8.18
9.55	-129.08	3.57
14.38	-144.35	-0.87
19.11	-157.74	-4.79
23.77	-169.74	-7.92
28.68	-180.45	-10.21
34.68	-189.59	-11.88
42.35	-196.85	-13.02
50.57	-202.03	-13.44
57.94	-204.99	-13.13
63.97	-205.27	-12.10
68.15	-202.34	-10.32
69.74	-195.88	-7.77
68.47	-185.74	-4.61
64.98	-172.13	-1.08
60.07	-155.54	2.43
53.81	-136.50	5.55
46.37	-115.38	8.05
38.66	-92.58	9.80
31.22	-68.50	10.84
23.42	-43.54	11.42
14.48	-17.94	11.62
