GiroX	GiroY	GiroZ
-38.31	240.63	-33.22
-38.99	257.57	-37.04
-39.26	269.21	-40.13
-39.42	274.47	-42.21
-39.06	272.75	-42.89
-37.92	263.99	-42.04
-35.86	248.46	-39.83
-32.52	226.96	-36.36
-27.88	200.44	-31.79
-22.58	169.84	-26.39
-17.00	136.04	-20.43
-11.25	99.79	-14.14
-5.21	61.80	-7.69
0.96	23.15	-1.28
6.83	-14.79	4.88
12.71	-50.73	10.55
18.86	-83.66	15.46
24.92	-112.93	19.43
30.24	-138.37	22.34
34.09	-160.01	24.25
36.04	-177.84	25.48
36.33	-192.04	26.25
35.40	-202.83	26.63
33.57	-210.37	26.60
31.31	-214.76	25.99
28.87	-215.95	24.77
26.26	-214.00	23.19
23.34	-209.17	21.49
19.87	-201.70	19.89
15.63	-191.58	18.55
10.78	-178.72	17.54
5.91	-163.23	16.86
1.35	-145.30	16.42
-2.41	-125.05	15.72
-4.80	-102.57	14.40
-6.01	-78.06	12.36
-6.59	-51.90	9.63
-6.93	-24.40	6.27
-6.92	4.37	2.50
-6.26	34.09	-1.20
-5.27	64.07	-4.58
-4.76	93.42	-7.61
-5.24	121.12	-10.50
-6.57	146.24	-13.46
-8.47	168.43	-16.62
-10.54	187.87	-20.03
-11.91	204.69	-23.51
-12.66	218.46	-26.57
-13.88	228.64	-28.88
-16.14	234.78	-30.31
-19.00	236.47	-30.68
-22.13	233.38	-29.90
-25.55	225.32	-28.11
-29.20	212.41	-25.68
-32.54	195.27	-22.99
-34.66	174.81	-20.25
-34.77	152.06	-17.47
-32.73	127.66	-14.51
-29.26	101.56	-11.26
-25.16	73.73	-7.77
-20.89	44.54	-4.11
-16.26	14.85	-0.47
-10.42	-14.51	3.01
-2.99	-42.92	6.23
5.14	-70.01	8.97
12.88	-95.45	11.08
19.44	-119.06	12.61
24.61	-140.65	13.73
28.49	-160.16	14.52
31.21	-177.51	15.06
32.63	-192.51	15.34
32.72	-204.79	15.31
31.82	-213.81	14.94
30.27	-219.33	14.35
27.92	-221.35	13.45
24.68	-219.92	12.23
20.66	-215.15	10.80
16.19	-207.23	9.33
11.92	-196.36	7.97
8.61	-183.02	6.81
6.57	-167.77	5.72
5.49	-151.05	4.62
5.06	-133.08	3.57
5.00	-114.08	2.66
5.14	-94.22	1.98
5.34	-73.70	1.55
5.68	-52.72	1.30
6.27	-31.49	1.19
7.12	-10.33	1.31
8.16	10.43	1.69
9.06	30.52	2.20
9.35	49.85	2.73
8.89	68.65	3.07
7.68	87.20	3.09
5.82	105.73	2.82
3.35	124.18	2.21
0.52	142.34	1.16
-2.30	159.94	-0.35
-5.21	176.38	-2.25
-8.51	190.85	-4.51
-12.10	202.87	-6.92
-15.05	212.40	-9.31
-17.19	219.46	-11.49
-19.33	223.67	-13.43
-21.97	224.72	-15.21
-25.05	222.46	-16.87
-27.92	217.02	-18.24
-30.10	208.76	-19.14
-31.43	198.14	-19.57
-31.73	185.58	-19.47
-31.19	171.26	-18.76
-30.07	155.26	-17.41
-28.22	137.80	-15.48
-25.55	119.32	-13.06
-22.24	100.07	-10.36
-19.03	80.04	-7.62
-15.86	59.36	-4.93
-12.11	38.41	-2.17
-7.39	17.36	0.72
-1.94	-3.67	3.67
3.65	-24.60	6.56
9.04	-45.43	9.22
13.88	-66.17	11.55
17.90	-86.69	13.44
21.08	-106.52	14.87
23.61	-125.22	15.92
25.38	-142.47	16.69
26.32	-158.10	17.18
26.35	-171.93	17.39
25.27	-183.85	17.36
22.95	-193.71	17.05
19.89	-201.31	16.40
16.63	-206.33	15.53
13.54	-208.80	14.43
10.61	-208.90	13.06
7.74	-206.66	11.50
5.01	-202.10	9.95
2.44	-195.30	8.70
-0.08	-186.61	7.93
-2.56	-176.33	7.64
-4.67	-164.70	7.67
-6.13	-151.95	7.87
-6.68	-138.39	8.08
-6.23	-124.30	8.12
-4.73	-109.92	7.99
-2.53	-95.20	7.74
-0.02	-79.81	7.31
2.55	-63.34	6.80
4.71	-45.67	6.29
6.09	-27.03	5.81
6.65	-7.81	5.29
6.59	11.81	4.53
6.12	31.83	3.28
5.15	52.23	1.44
3.81	72.90	-0.91
2.75	93.75	-3.56
2.22	114.65	-6.29
1.91	135.46	-9.01
1.22	155.75	-11.91
-0.36	174.74	-15.12
-3.30	191.48	-18.59
-7.52	205.25	-22.12
-12.09	215.82	-25.35
-16.11	223.41	-27.98
-19.17	228.27	-29.98
-21.12	230.54	-31.35
-21.77	230.10	-32.02
-21.44	226.57	-32.03
-20.82	219.57	-31.56
-20.83	208.87	-30.76
-21.55	194.65	-29.73
-22.16	177.40	-28.43
-21.88	157.97	-26.74
-20.23	137.39	-24.50
-17.06	116.45	-21.60
-12.55	95.69	-18.08
-7.32	75.29	-14.07
-2.22	55.07	-9.82
2.18	34.74	-5.41
5.64	14.17	-0.92
8.17	-6.64	3.46
10.09	-27.38	7.70
12.00	-47.59	11.79
14.30	-66.78	15.67
16.86	-84.78	19.29
19.08	-101.63	22.65
20.60	-117.43	25.63
21.49	-132.12	28.17
22.04	-145.51	30.24
22.21	-157.43	31.76
21.66	-167.90	32.63
20.43	-176.76	32.88
18.79	-183.79	32.47
16.90	-188.89	31.50
14.72	-192.03	30.15
12.43	-193.17	28.59
10.30	-192.21	26.94
8.63	-189.15	25.28
7.38	-184.05	23.66
6.29	-177.15	22.07
5.11	-168.86	20.63
3.60	-159.68	19.33
1.74	-149.96	18.14
-0.34	-139.80	16.97
-2.23	-129.00	15.74
-3.54	-117.46	14.38
-4.05	-105.24	13.06
-3.76	-92.58	11.74
-2.78	-79.60	10.33
-1.26	-66.26	8.79
0.19	-52.67	7.12
0.83	-38.88	5.36
0.43	-24.78	3.52
-0.78	-10.13	1.57
-2.34	5.34	-0.53
-3.61	21.92	-2.84
-4.28	39.73	-5.33
-4.25	58.62	-7.97
-3.71	78.13	-10.70
-2.93	97.88	-13.52
-1.92	117.55	-16.50
-0.98	136.85	-19.57
-0.78	155.36	-22.66
-2.10	172.59	-25.73
-4.94	188.13	-28.79
-8.52	201.57	-31.64
-12.35	212.60	-34.07
-15.80	221.08	-35.92
-18.12	226.87	-37.09
-19.91	229.52	-37.65
-22.04	228.58	-37.91
-24.54	224.03	-38.01
-26.99	216.32	-37.98
-28.89	206.04	-37.80
-30.31	193.78	-37.39
-31.60	179.89	-36.59
-32.51	164.67	-35.29
-32.28	148.45	-33.29
-30.43	131.57	-30.44
-27.27	114.30	-27.04
-23.18	96.76	-23.31
-18.65	78.88	-19.36
-14.44	60.68	-15.31
-10.37	42.49	-11.17
-6.17	24.65	-6.73
-2.04	7.19	-1.98
1.50	-9.98	2.96
3.98	-26.91	8.02
5.52	-43.64	13.13
6.89	-59.97	18.19
8.54	-75.73	23.02
10.40	-90.93	27.32
12.11	-105.43	30.79
13.60	-118.84	33.52
15.28	-130.92	35.62
16.97	-141.61	37.08
18.34	-151.02	37.88
19.14	-159.31	38.03
19.55	-166.56	37.60
19.72	-172.71	36.72
19.88	-177.70	35.56
20.06	-181.64	34.30
19.89	-184.57	33.01
19.30	-186.36	31.67
18.51	-186.81	30.28
17.67	-185.74	28.85
16.86	-183.23	27.36
16.05	-179.39	25.75
14.98	-174.31	23.89
13.64	-168.12	21.79
11.90	-161.07	19.71
9.87	-153.36	17.76
7.71	-145.00	15.96
5.65	-135.89	14.31
3.78	-126.06	12.80
1.99	-115.53	11.36
0.20	-104.27	9.91
-1.66	-92.30	8.47
-3.61	-79.59	7.02
-5.57	-66.00	5.52
-7.49	-51.40	3.93
-9.60	-35.82	2.12
-11.78	-19.25	0.01
-13.10	-1.26	-2.49
-12.46	18.73	-5.44
-9.53	40.79	-8.53
-5.22	64.27	-11.39
-0.86	88.18	-13.89
2.56	111.51	-16.06
4.45	133.45	-17.96
5.16	153.57	-19.74
5.41	171.65	-21.40
5.49	187.58	-22.81
5.10	201.37	-24.00
4.02	212.78	-25.03
2.34	221.42	-25.75
-0.06	226.94	-26.02
-3.52	228.94	-25.68
-8.58	227.07	-24.71
-15.08	221.58	-23.44
-21.54	213.39	-22.32
-26.33	203.55	-21.57
-28.55	192.95	-21.16
-28.07	182.19	-21.08
-25.94	171.13	-21.18
-23.72	159.36	-21.29
-21.94	146.51	-21.21
-20.14	132.40	-20.63
-17.71	117.28	-19.33
-14.27	101.73	-17.29
-9.82	86.02	-14.65
-4.77	70.22	-11.68
0.79	54.43	-8.53
6.66	38.57	-5.24
12.13	22.33	-1.72
16.49	5.40	2.05
19.60	-12.15	6.00
21.80	-30.07	10.08
23.89	-47.91	14.29
26.56	-65.28	18.42
29.58	-81.99	22.11
32.30	-98.10	25.17
34.32	-113.69	27.58
35.54	-128.76	29.32
36.15	-143.00	30.37
36.33	-156.08	30.77
35.98	-167.90	30.51
35.03	-178.40	29.53
33.70	-187.42	27.85
31.91	-194.67	25.64
29.58	-200.00	23.15
27.02	-203.58	20.64
24.53	-205.55	18.29
22.12	-205.93	16.15
19.84	-204.59	14.11
17.85	-201.42	12.02
16.34	-196.53	9.82
15.32	-190.03	7.57
14.65	-182.12	5.42
14.22	-172.95	3.49
13.92	-162.63	1.93
13.45	-151.32	0.90
12.42	-139.25	0.43
10.95	-126.78	0.41
9.16	-114.19	0.80
6.61	-101.45	1.41
3.11	-88.42	1.93
-0.96	-74.81	2.17
-4.99	-60.23	2.11
-8.40	-44.39	1.75
-10.85	-27.06	1.12
-12.33	-8.25	0.15
-13.10	11.95	-1.24
-13.47	33.29	-3.02
-13.62	55.30	-5.06
-13.68	77.51	-7.21
-13.99	99.52	-9.37
-14.70	121.07	-11.65
-15.80	142.03	-14.21
-16.52	162.32	-16.97
-16.07	181.83	-19.70
-14.60	200.20	-22.26
-13.07	216.57	-24.68
-12.63	230.01	-26.94
-13.84	239.91	-28.96
-16.13	246.00	-30.36
-18.86	248.21	-30.85
-21.80	246.75	-30.59
-24.70	242.28	-30.01
-26.98	235.45	-29.41
-28.42	226.57	-28.89
-29.32	215.61	-28.33
-29.66	202.43	-27.50
-29.44	187.09	-26.27
-29.09	169.67	-24.67
-28.55	150.48	-22.79
-27.20	130.25	-20.46
-24.41	109.70	-17.52
-20.15	89.17	-14.08
-15.19	68.74	-10.37
-10.17	48.27	-6.49
-5.36	27.55	-2.24
-0.97	6.49	2.50
2.84	-14.77	7.63
6.47	-35.78	13.04
10.60	-56.32	18.60
15.26	-76.34	23.98
20.08	-95.92	28.69
24.71	-115.03	32.30
28.88	-133.45	34.67
32.44	-151.02	35.79
35.13	-167.38	35.76
36.77	-182.00	34.86
37.41	-194.35	33.29
37.20	-203.99	31.10
36.45	-210.80	28.33
35.30	-215.05	25.08
33.49	-217.30	21.53
30.74	-217.89	17.64
27.30	-216.65	13.39
23.80	-213.28	8.90
20.56	-207.54	4.44
17.66	-199.47	0.39
15.03	-189.27	-2.82
12.53	-177.20	-4.94
10.07	-163.65	-5.84
7.73	-149.02	-5.66
5.54	-133.74	-4.68
3.61	-118.03	-3.36
2.09	-101.68	-2.08
1.15	-84.28	-1.17
1.17	-65.44	-0.79
2.56	-45.05	-0.81
4.95	-23.37	-1.13
7.38	-0.81	-1.63
9.09	22.17	-2.13
9.67	45.25	-2.44
8.85	68.07	-2.58
6.69	90.34	-2.72
3.71	111.72	-3.26
-0.00	132.00	-4.53
-4.29	151.20	-6.60
-8.63	169.42	-9.10
-12.56	186.61	-11.56
-15.27	202.60	-13.53
-16.61	216.87	-14.70
-17.44	228.58	-15.16
-18.57	237.07	-15.07
-20.10	242.14	-14.73
-21.64	243.93	-14.41
-22.89	242.76	-14.33
-23.63	238.95	-14.59
-23.64	232.91	-15.07
-22.82	225.09	-15.42
-21.17	215.71	-15.36
-19.21	204.67	-14.72
-17.61	191.89	-13.55
-16.59	177.29	-12.05
-16.54	160.86	-10.37
-17.65	142.92	-8.70
-19.35	124.10	-7.08
-20.57	105.06	-5.41
-20.82	86.06	-3.55
-20.40	67.11	-1.36
-19.24	48.20	1.29
-16.92	29.34	4.34
-13.62	10.42	7.55
-9.78	-8.79	10.73
-5.56	-28.33	13.75
-1.00	-48.11	16.49
3.97	-68.10	18.82
9.21	-88.10	20.61
14.37	-107.93	21.81
19.00	-127.46	22.39
22.96	-146.41	22.28
26.21	-164.24	21.41
28.80	-180.33	19.83
30.69	-194.19	17.53
31.63	-205.63	14.62
31.04	-214.55	11.29
29.03	-221.20	7.91
26.26	-225.69	4.72
23.21	-227.85	1.84
20.37	-227.64	-0.75
17.74	-225.27	-3.17
15.03	-221.05	-5.42
12.51	-215.13	-7.51
10.79	-207.43	-9.36
9.87	-198.04	-10.87
8.95	-187.30	-11.88
7.46	-175.62	-12.16
5.70	-163.31	-11.55
3.96	-150.59	-10.29
2.69	-137.67	-8.61
1.80	-124.42	-6.73
0.85	-110.53	-4.87
-0.18	-95.85	-3.20
-1.09	-80.06	-1.76
-1.66	-62.73	-0.43
-1.87	-43.57	0.83
-2.62	-22.62	1.91
-4.73	0.04	2.67
-8.01	24.34	3.05
-10.54	50.27	2.98
-10.86	77.48	2.46
-9.24	105.09	1.65
-7.01	132.06	0.47
-5.48	157.32	-1.13
-5.21	180.21	-3.08
-5.79	200.35	-5.15
-6.96	217.49	-7.11
-9.19	231.51	-8.88
-12.87	242.40	-10.51
-17.81	250.22	-12.05
-22.87	255.00	-13.48
-26.76	256.59	-14.55
-29.04	254.81	-15.01
-31.08	249.03	-14.68
-33.88	238.93	-13.89
-37.30	225.12	-13.14
-40.10	208.75	-12.37
-40.89	191.36	-11.47
-39.34	174.30	-10.56
-36.34	158.39	-9.85
-32.61	143.85	-9.47
-28.41	130.18	-9.29
-24.00	116.43	-9.05
-19.40	102.01	-8.51
-14.63	86.85	-7.49
-9.98	71.07	-5.94
-6.00	54.62	-4.10
-2.54	37.96	-2.09
0.65	21.63	0.22
3.81	5.75	3.09
6.76	-9.87	6.48
9.23	-25.58	10.19
11.62	-41.88	13.96
14.40	-59.30	17.70
17.50	-78.08	21.36
21.25	-97.71	24.61
25.78	-117.28	27.10
30.63	-136.17	28.83
35.15	-154.17	29.69
38.70	-171.03	29.49
41.08	-186.17	28.38
42.24	-198.99	26.44
42.29	-208.89	23.80
41.50	-215.44	20.55
40.00	-218.60	16.87
37.78	-218.76	13.02
34.84	-216.39	9.39
31.60	-211.69	6.07
28.61	-204.79	3.04
25.81	-196.05	0.43
23.49	-185.85	-1.59
21.83	-174.58	-3.09
20.39	-162.46	-4.08
18.83	-149.70	-4.51
17.12	-136.59	-4.38
15.33	-123.51	-3.79
13.15	-110.74	-2.92
10.32	-98.39	-1.97
7.23	-86.31	-1.09
4.56	-74.25	-0.44
2.71	-61.79	-0.13
1.90	-48.77	-0.18
2.06	-35.04	-0.46
2.89	-20.72	-0.94
3.59	-6.13	-1.64
3.55	8.47	-2.50
2.85	22.96	-3.41
1.88	37.29	-4.23
1.09	51.52	-4.83
0.58	65.79	-5.21
0.40	80.08	-5.42
0.75	94.03	-5.45
1.32	107.12	-5.32
1.38	118.90	-5.22
0.58	129.03	-5.23
-0.98	137.51	-5.45
-3.20	144.31	-5.90
-5.95	149.41	-6.46
-8.90	152.90	-6.93
-11.73	155.04	-7.20
-14.26	155.99	-7.21
-16.38	156.05	-7.04
-17.99	155.58	-6.93
-19.00	154.51	-6.96
-19.79	152.44	-7.09
-20.77	149.18	-7.36
-21.58	144.91	-7.73
-21.86	139.85	-8.00
-21.75	134.07	-8.12
-21.85	127.49	-7.99
-22.42	120.14	-7.51
-23.22	112.39	-6.73
-23.81	104.80	-5.77
-23.86	97.82	-4.81
-23.45	91.62	-3.96
-22.75	85.90	-3.21
-22.02	79.99	-2.44
-21.42	73.31	-1.55
-20.33	65.63	-0.59
-18.27	56.99	0.44
-15.56	47.40	1.58
-12.28	36.90	2.88
-8.48	25.56	4.47
-4.25	13.47	6.41
0.07	0.74	8.60
4.16	-12.68	10.90
7.84	-26.91	13.10
10.94	-41.95	15.11
13.78	-57.64	16.77
16.75	-73.60	17.89
19.93	-89.30	18.30
23.42	-104.11	18.02
26.99	-117.54	17.23
30.05	-129.50	16.05
32.03	-140.05	14.41
32.77	-149.10	12.34
32.35	-156.45	9.88
30.92	-162.13	7.11
28.66	-166.22	4.14
25.89	-168.68	1.15
23.29	-169.63	-1.65
21.48	-169.33	-4.14
20.38	-168.14	-6.25
19.58	-166.24	-7.97
18.85	-163.78	-9.18
17.88	-160.86	-9.72
16.48	-157.52	-9.69
14.77	-153.52	-9.18
13.15	-148.63	-8.23
11.60	-142.76	-6.91
10.05	-135.93	-5.40
8.44	-128.06	-3.86
6.91	-119.13	-2.42
5.32	-109.25	-1.07
3.18	-98.37	0.22
0.34	-86.37	1.44
-2.92	-72.88	2.59
-5.91	-57.64	3.68
-8.03	-40.69	4.62
-9.32	-22.31	5.35
-10.09	-2.84	5.77
-10.63	17.31	5.79
-11.01	37.70	5.50
-11.39	57.92	5.02
-11.89	77.60	4.43
-12.34	96.58	3.76
-12.56	114.80	3.08
-12.02	132.10	2.33
-10.96	148.02	1.46
-10.40	161.87	0.43
-10.72	172.82	-0.71
-11.79	180.19	-1.83
-13.59	183.74	-2.79
-15.76	183.81	-3.68
-17.82	181.17	-4.40
-19.65	176.66	-4.88
-21.04	171.25	-5.16
-21.53	165.72	-5.27
-21.02	160.34	-5.27
-20.02	154.73	-5.29
-19.16	148.44	-5.41
-19.10	141.26	-5.63
-19.40	133.48	-5.92
-19.01	125.57	-6.19
-17.68	118.00	-6.31
-15.98	111.06	-6.28
-14.51	104.90	-6.09
-13.46	99.64	-5.82
-12.61	95.09	-5.52
-11.77	90.66	-5.20
-11.25	85.51	-4.89
-11.23	79.13	-4.72
-11.40	71.56	-4.61
-11.29	63.21	-4.42
-10.65	54.45	-4.07
-9.38	45.36	-3.52
-7.70	35.86	-2.68
-5.90	25.81	-1.44
-4.03	15.03	0.23
-1.80	3.42	2.22
1.03	-9.14	4.39
4.46	-22.89	6.58
8.30	-37.82	8.58
12.34	-53.48	10.24
16.50	-69.23	11.49
20.54	-84.63	12.34
23.98	-99.48	12.86
26.57	-113.60	13.12
28.45	-126.73	13.14
29.82	-138.57	12.91
30.93	-148.95	12.45
31.79	-157.92	11.74
32.24	-165.35	10.77
32.09	-171.06	9.50
31.34	-175.01	7.91
29.89	-177.21	6.13
27.67	-177.76	4.47
25.02	-176.85	3.18
22.36	-174.72	2.36
19.77	-171.63	1.98
17.50	-167.89	1.90
15.74	-163.69	1.97
14.48	-159.13	2.11
13.69	-154.19	2.36
13.15	-148.67	2.61
12.63	-142.21	2.77
11.91	-134.73	2.72
10.89	-126.24	2.63
9.39	-116.75	2.56
7.47	-106.25	2.55
5.38	-94.76	2.57
3.31	-82.38	2.50
1.29	-69.17	2.36
-0.55	-55.13	2.18
-2.19	-40.24	1.96
-3.72	-24.50	1.75
-5.25	-7.96	1.48
-6.91	9.34	0.99
-8.58	27.23	0.18
-9.91	45.46	-0.86
-10.77	63.83	-2.02
-11.48	82.17	-3.29
-12.49	100.21	-4.60
-13.60	117.69	-5.81
-14.21	134.31	-6.80
-14.27	149.68	-7.37
-14.03	163.11	-7.51
-14.12	174.02	-7.37
-14.90	182.12	-7.25
-15.92	187.51	-7.34
-16.60	190.38	-7.53
-17.13	190.95	-7.73
-18.21	189.52	-7.82
-20.12	186.60	-7.80
-22.10	182.87	-7.66
-23.34	178.65	-7.38
-23.66	173.81	-7.15
-23.43	168.19	-7.15
-23.17	161.70	-7.61
-22.80	154.52	-8.56
-22.18	147.05	-10.07
-21.00	139.63	-11.98
-19.38	132.55	-13.77
-17.86	125.95	-14.95
-16.55	120.04	-15.49
-15.13	114.70	-15.42
-13.58	109.32	-14.83
-12.16	103.23	-13.73
-11.24	95.88	-12.21
-10.63	87.16	-10.46
-9.54	77.46	-8.55
-7.70	67.07	-6.56
-5.52	55.98	-4.55
-3.62	44.14	-2.51
-2.15	31.57	-0.17
-0.77	18.47	2.64
1.23	4.84	5.78
3.95	-9.42	8.76
6.86	-24.49	11.25
9.67	-40.22	13.16
12.94	-56.06	14.48
17.08	-71.64	15.13
21.56	-86.88	15.08
25.67	-101.82	14.47
28.92	-116.43	13.60
31.39	-130.46	12.71
33.22	-143.44	11.99
34.44	-155.04	11.43
35.11	-164.93	10.80
35.29	-172.89	9.86
34.79	-178.87	8.56
33.47	-183.13	7.09
31.46	-185.94	5.61
28.82	-187.59	4.15
25.57	-188.28	2.74
21.91	-187.96	1.49
18.50	-186.51	0.45
15.55	-183.83	-0.35
12.88	-179.99	-0.97
10.16	-175.21	-1.35
7.46	-169.58	-1.46
4.94	-163.08	-1.39
2.66	-155.91	-1.14
0.55	-148.22	-0.72
-1.33	-139.93	-0.24
-2.73	-130.83	0.17
-3.61	-120.70	0.49
-3.92	-109.42	0.79
-3.69	-96.99	1.08
-3.14	-83.54	1.31
-2.66	-69.22	1.41
-2.49	-54.17	1.38
-2.61	-38.35	1.10
-2.96	-21.66	0.48
-3.64	-4.16	-0.60
-4.64	13.90	-2.07
-5.58	32.41	-3.96
-6.48	51.14	-6.25
-7.47	69.83	-8.87
-8.65	88.13	-11.54
-9.88	105.61	-14.04
-10.67	121.92	-16.34
-10.58	136.70	-18.40
-9.91	149.44	-20.19
-9.46	159.56	-21.84
-9.54	166.78	-23.41
-9.97	171.08	-24.68
-10.68	172.55	-25.56
-11.88	171.48	-26.07
-13.61	168.50	-26.31
-15.36	164.38	-26.21
-16.09	159.65	-25.64
-15.65	154.21	-24.62
-14.74	147.73	-23.43
-14.18	140.06	-22.19
-14.48	131.35	-20.91
-15.69	122.12	-19.64
-17.33	113.26	-18.43
-18.51	105.75	-17.24
-18.71	100.09	-15.96
-18.38	96.01	-14.76
-17.97	93.12	-13.73
-17.06	91.16	-12.80
-15.12	89.59	-11.81
-12.92	87.44	-10.78
-11.77	83.92	-9.84
-11.64	79.13	-9.00
-11.44	73.72	-8.09
-10.34	68.18	-7.15
-8.46	62.58	-6.19
-6.40	56.74	-5.23
-4.55	50.40	-4.21
-3.25	43.23	-3.04
-2.49	35.11	-1.73
-1.60	26.23	-0.19
0.08	16.63	1.59
2.41	6.22	3.59
5.05	-5.08	5.69
8.03	-16.97	7.81
11.44	-28.97	9.86
14.85	-40.94	11.84
17.67	-52.89	13.70
19.54	-64.80	15.37
20.42	-76.47	16.82
20.51	-87.65	18.00
20.28	-97.99	18.91
20.24	-107.08	19.49
20.60	-114.65	19.70
21.12	-120.63	19.47
21.55	-125.02	18.78
21.65	-127.96	17.56
21.07	-129.75	16.04
19.82	-130.77	14.49
18.08	-131.35	13.01
16.35	-131.59	11.58
15.04	-131.33	10.16
14.23	-130.34	8.77
13.88	-128.47	7.44
13.79	-125.69	6.24
13.65	-122.06	5.24
13.31	-117.87	4.51
12.72	-113.39	4.05
12.12	-108.61	3.76
11.68	-103.53	3.59
11.43	-98.21	3.51
11.26	-92.72	3.36
11.27	-86.90	2.97
11.57	-80.51	2.40
11.80	-73.42	1.76
11.47	-65.56	1.23
10.48	-56.82	0.94
9.31	-47.03	0.95
8.34	-36.14	1.17
7.64	-24.38	1.39
7.21	-12.02	1.39
6.80	0.50	1.09
5.92	12.68	0.51
4.36	24.18	-0.32
2.37	34.89	-1.24
0.34	44.92	-2.13
-1.71	54.35	-2.95
-3.91	63.43	-3.66
-6.06	72.46	-4.22
-7.56	81.67	-4.58
-8.12	90.86	-4.72
-8.27	99.34	-4.81
-8.37	106.34	-5.05
-8.41	111.35	-5.45
-8.77	114.09	-6.02
-9.55	114.77	-6.76
-10.25	113.97	-7.50
-10.53	112.47	-8.00
-10.56	110.94	-8.26
-10.50	109.92	-8.40
-10.26	109.60	-8.41
-10.14	109.53	-8.25
-10.62	108.94	-7.97
-11.80	107.09	-7.77
-13.21	103.75	-7.75
-14.24	99.18	-7.88
-14.60	93.87	-7.99
-14.39	88.39	-7.95
-13.79	83.17	-7.67
-13.16	78.21	-6.99
-12.73	73.29	-5.91
-12.40	67.99	-4.52
-11.73	61.90	-2.93
-10.61	54.67	-1.28
-9.28	46.12	0.24
-7.48	36.68	1.52
-4.80	26.85	2.65
-1.53	16.96	3.72
1.63	7.06	4.74
4.30	-2.70	5.76
6.35	-12.35	6.85
7.80	-22.10	8.06
8.78	-32.13	9.34
9.70	-42.25	10.57
10.87	-52.17	11.62
12.15	-61.62	12.30
13.20	-70.40	12.51
14.07	-78.44	12.28
14.84	-85.63	11.72
15.29	-92.09	10.85
15.30	-97.92	9.72
14.87	-103.15	8.42
13.99	-107.66	7.02
12.93	-111.36	5.66
11.96	-114.15	4.50
10.88	-116.17	3.66
9.64	-117.47	3.17
8.51	-118.13	2.95
7.60	-118.17	2.80
7.07	-117.30	2.55
6.97	-115.15	2.26
6.89	-111.32	2.10
6.50	-105.73	2.28
5.77	-98.50	2.86
4.61	-89.81	3.82
3.19	-79.88	5.00
1.90	-68.96	6.17
0.75	-57.48	7.08
-0.31	-45.59	7.43
-0.88	-33.21	7.11
-0.69	-20.30	6.21
-0.20	-6.91	4.98
-0.05	6.95	3.72
-0.48	21.14	2.65
-1.34	35.32	1.98
-2.47	48.92	1.61
-3.91	61.29	1.31
