GiroX	GiroY	GiroZ
112.68	14.13	-0.78
68.30	5.58	5.54
21.14	-3.49	12.16
-27.80	-12.42	18.81
-78.64	-20.88	25.13
-129.88	-28.91	30.62
-179.18	-36.80	35.26
-225.32	-44.84	38.99
-268.13	-52.89	41.80
-307.48	-60.44	44.09
-341.76	-67.08	46.17
-369.41	-72.40	48.09
-390.32	-76.05	49.75
-404.41	-77.77	50.68
-410.67	-77.64	50.31
-410.08	-76.01	48.59
-404.39	-73.46	45.76
-393.67	-70.61	42.02
-378.72	-67.73	38.19
-362.10	-64.73	35.12
-344.83	-61.34	32.74
-325.91	-57.19	30.65
-303.98	-52.20	28.46
-278.39	-46.47	25.83
-249.99	-40.12	22.71
-219.79	-33.48	19.20
-187.69	-26.99	15.26
-154.04	-21.04	11.01
-118.26	-15.52	6.44
-78.30	-10.18	1.18
-33.46	-4.67	-4.89
15.12	1.29	-11.68
66.71	7.69	-19.29
120.44	14.32	-27.73
174.26	20.85	-36.55
225.71	26.90	-45.03
272.91	32.19	-52.50
315.30	36.62	-58.78
352.87	40.24	-64.02
385.86	43.20	-68.48
413.72	45.52	-72.12
435.70	47.35	-74.83
451.25	48.65	-76.44
459.98	49.30	-76.60
461.77	49.14	-74.96
456.95	48.09	-71.41
446.22	46.22	-66.06
430.37	43.67	-59.55
409.94	40.63	-52.70
385.37	37.35	-46.20
356.99	33.98	-40.24
324.95	30.38	-34.68
289.88	26.32	-29.26
252.21	21.72	-23.68
212.63	16.73	-17.83
171.64	11.40	-11.79
128.70	5.80	-5.61
83.23	0.21	0.59
34.71	-5.35	6.66
-16.75	-11.12	12.34
-70.05	-17.36	17.35
-123.42	-24.11	21.69
-175.14	-31.07	25.58
-224.06	-37.89	29.25
-269.57	-44.34	32.80
-310.87	-50.15	36.23
-347.30	-55.10	39.46
-378.55	-59.01	42.39
-404.38	-61.79	44.83
-424.56	-63.62	46.71
-439.08	-64.86	47.94
-447.10	-65.83	48.34
-447.95	-66.57	47.94
-442.97	-66.88	47.10
-433.72	-66.50	45.97
-419.70	-65.21	44.50
-400.09	-63.00	42.58
-374.75	-60.02	40.10
-345.38	-56.30	37.16
-315.25	-51.94	34.05
-285.89	-47.11	30.86
-257.00	-42.21	27.70
-228.43	-37.70	24.61
-200.18	-33.53	21.65
-171.78	-29.33	18.90
-143.16	-24.78	16.41
-112.93	-19.73	13.75
-77.45	-14.00	10.02
-34.91	-7.54	4.85
12.34	-0.51	-1.55
60.91	6.83	-8.71
108.26	14.08	-16.06
153.76	20.78	-23.35
198.44	26.60	-30.47
241.80	31.42	-37.16
282.50	35.40	-43.25
320.21	38.84	-48.56
355.28	41.62	-53.09
388.28	43.55	-56.97
419.18	44.59	-60.22
446.29	44.87	-62.66
467.09	44.51	-63.99
480.59	43.62	-64.27
486.72	42.30	-63.74
485.94	40.67	-62.57
479.35	38.98	-60.68
468.03	37.27	-57.97
452.01	35.41	-54.39
431.57	33.32	-49.94
406.73	30.87	-44.72
376.44	27.84	-38.90
339.56	24.25	-32.67
296.00	20.20	-26.30
246.31	15.74	-20.12
191.05	10.79	-14.24
131.28	5.31	-8.60
67.98	-0.63	-2.78
2.01	-6.86	3.70
-65.12	-13.32	11.01
-132.14	-20.04	18.74
-197.81	-27.01	26.33
-260.08	-33.99	33.20
-317.54	-40.59	39.04
-369.38	-46.59	43.80
-414.03	-51.63	47.45
-450.25	-55.51	50.17
-477.94	-58.32	52.21
-496.92	-60.26	53.61
-506.92	-61.24	54.45
-508.95	-61.26	54.96
-504.41	-60.58	55.18
-493.93	-59.49	54.99
-477.51	-58.09	54.14
-454.72	-56.29	52.42
-425.18	-53.89	49.73
-390.27	-50.84	46.30
-352.12	-47.17	42.33
-311.92	-42.98	38.07
-270.59	-38.58	33.77
-228.50	-34.18	29.33
-185.14	-29.58	24.61
-140.22	-24.59	19.55
-93.03	-19.22	13.86
-42.35	-13.44	7.16
12.16	-7.03	-0.71
70.14	0.22	-9.76
129.80	8.09	-19.65
188.21	16.12	-29.91
242.98	23.88	-39.90
293.03	30.97	-49.08
337.90	37.00	-57.16
377.46	41.77	-64.02
411.52	45.26	-69.30
439.83	47.51	-72.73
462.05	48.46	-74.47
477.50	47.98	-74.76
485.57	46.04	-73.89
486.59	42.72	-72.22
481.50	38.24	-69.81
470.47	32.91	-66.50
452.84	27.19	-61.90
427.74	21.56	-55.60
394.03	16.16	-47.59
351.57	10.92	-38.31
300.52	5.51	-28.10
241.37	-0.52	-17.57
177.35	-7.21	-7.85
110.95	-14.48	0.41
42.28	-21.96	7.32
-28.79	-28.95	13.26
-102.37	-35.01	18.97
-178.58	-39.99	25.16
-256.64	-44.18	32.11
-333.57	-47.98	39.60
-404.82	-51.61	46.84
-466.18	-55.11	53.00
-514.69	-58.30	57.44
-549.08	-60.86	59.91
-567.65	-62.27	60.23
-569.57	-62.08	58.75
-557.27	-60.44	56.09
-533.18	-57.50	52.57
-497.89	-53.45	48.31
-452.02	-48.66	43.41
-396.57	-43.25	37.75
-331.96	-37.13	31.12
-257.90	-30.00	23.37
-175.56	-21.55	14.50
-87.53	-11.87	4.78
3.78	-1.36	-5.65
96.64	9.65	-16.75
190.30	21.02	-28.36
282.90	32.37	-40.22
371.83	43.29	-52.41
453.94	53.16	-64.70
526.21	61.24	-76.58
585.84	66.88	-86.96
630.46	69.49	-94.66
657.66	68.62	-98.54
663.39	64.34	-97.60
642.41	56.83	-91.25
592.69	46.62	-79.96
517.06	34.45	-65.49
420.50	20.98	-49.66
309.04	6.37	-34.06
187.55	-9.56	-19.70
58.08	-26.70	-6.54
-78.06	-44.22	6.45
-217.27	-60.64	20.16
-353.69	-74.49	34.89
-480.33	-84.64	49.67
-590.15	-90.10	62.73
-676.62	-90.49	72.25
-733.49	-86.44	76.77
-755.31	-79.01	75.47
-740.50	-69.74	68.73
-694.04	-60.17	58.13
-624.32	-50.92	45.49
-539.68	-41.70	32.63
-445.43	-31.68	20.75
-341.86	-19.98	10.02
-227.43	-6.27	-0.21
-102.85	9.19	-10.69
28.51	25.48	-21.99
161.16	41.23	-34.32
288.35	54.81	-47.45
403.80	65.04	-60.89
501.77	71.47	-73.97
577.25	74.27	-85.84
627.80	74.13	-95.51
653.45	71.89	-101.68
653.67	67.69	-102.72
626.53	61.15	-97.45
571.22	52.14	-85.98
489.78	40.92	-69.98
386.48	27.58	-51.92
267.44	11.90	-34.10
137.30	-6.18	-17.49
-0.69	-26.11	-1.74
-142.06	-46.51	14.15
-281.38	-65.78	31.01
-412.27	-82.52	48.72
-527.20	-95.68	66.12
-620.14	-104.59	81.54
-686.32	-109.01	93.16
-719.86	-108.98	99.11
-715.82	-104.77	98.13
-675.20	-97.30	90.18
-604.42	-87.67	76.80
-511.12	-76.42	60.42
-402.78	-63.30	43.42
-282.88	-47.56	26.83
-151.77	-28.92	10.66
-11.30	-8.02	-5.69
134.14	13.94	-22.86
278.33	35.44	-41.05
412.83	54.67	-59.79
529.01	69.84	-77.91
620.85	79.64	-93.73
683.34	83.50	-105.32
709.82	81.62	-110.48
696.58	74.85	-107.48
644.84	64.62	-96.22
561.73	52.65	-79.17
459.21	39.90	-60.10
344.81	26.22	-41.83
219.83	11.37	-25.41
85.86	-4.31	-10.54
-53.31	-20.19	4.10
-192.87	-35.59	20.03
-326.63	-49.71	37.98
-447.48	-61.34	57.19
-548.34	-69.31	75.41
-619.76	-72.91	89.36
-651.71	-71.82	96.09
-639.88	-66.33	93.71
-585.91	-57.65	82.08
-498.45	-47.26	63.91
-391.18	-35.81	43.38
-272.96	-23.12	23.91
-147.06	-9.18	6.99
-16.43	5.46	-7.29
115.26	19.81	-20.14
244.53	33.03	-33.43
367.15	44.45	-48.22
477.30	53.36	-64.15
566.99	59.32	-79.19
624.70	62.37	-89.97
637.97	62.14	-93.43
602.44	58.46	-88.25
526.53	51.81	-74.92
425.25	42.59	-56.01
312.02	30.83	-35.06
192.48	16.60	-14.61
67.58	0.23	4.14
-60.37	-17.38	21.05
-187.69	-34.98	37.10
-310.55	-51.41	53.23
-424.30	-65.68	69.36
-522.75	-76.77	84.64
-598.56	-83.82	97.36
-643.21	-86.66	105.27
-647.60	-85.32	105.95
-608.49	-79.97	98.38
-532.53	-71.32	83.22
-432.35	-59.94	63.04
-319.73	-46.10	41.11
-200.49	-30.00	19.68
-76.27	-11.96	-0.40
51.17	7.17	-19.40
178.81	26.32	-38.37
301.34	44.60	-57.89
411.25	60.99	-77.34
500.80	74.18	-94.96
562.43	82.73	-108.19
589.52	85.81	-114.70
580.58	83.79	-113.25
539.38	77.71	-103.76
472.67	68.94	-87.93
387.66	58.25	-68.30
288.86	45.91	-47.20
179.08	31.97	-26.28
62.10	16.46	-6.26
-60.55	-0.40	13.37
-187.15	-18.25	33.35
-311.39	-36.52	53.83
-423.85	-53.90	74.14
-516.69	-68.58	92.59
-583.69	-78.70	106.58
-620.03	-82.84	114.05
-624.35	-81.04	114.11
-598.67	-74.53	106.78
-548.67	-64.97	93.70
-480.88	-53.67	77.02
-399.24	-41.49	58.57
-306.29	-28.68	39.63
-204.41	-14.94	20.61
-93.87	0.19	1.03
24.36	17.21	-19.49
145.66	36.28	-40.71
263.21	56.60	-61.75
371.12	76.68	-81.41
465.10	94.74	-98.33
541.99	109.33	-111.59
600.75	120.23	-120.78
641.96	127.85	-125.51
664.80	132.55	-125.77
665.46	134.31	-121.94
639.84	132.69	-114.20
590.01	126.80	-102.68
519.89	115.52	-86.96
432.49	98.61	-67.01
331.87	77.00	-43.58
220.83	52.03	-17.46
100.87	25.37	10.50
-24.11	-1.49	39.01
-147.32	-27.40	66.46
-263.27	-51.42	91.43
-368.69	-72.70	112.52
-459.66	-90.66	128.32
-530.77	-104.80	138.27
-576.18	-114.56	142.98
-591.91	-119.76	143.22
-581.22	-120.46	139.31
-550.53	-116.65	131.06
-505.64	-108.86	118.63
-452.10	-98.27	102.89
-391.78	-85.83	84.57
-322.75	-72.13	64.27
-244.74	-57.52	42.90
-160.82	-42.06	21.53
-72.60	-25.96	0.73
19.03	-9.91	-18.81
110.47	5.46	-36.46
196.54	19.55	-52.08
273.11	31.81	-66.03
336.94	42.22	-78.60
385.90	51.14	-89.55
420.23	59.00	-98.31
439.85	65.72	-103.75
442.15	70.43	-104.56
426.45	72.25	-100.27
391.89	70.67	-90.54
337.71	65.84	-76.01
267.63	58.43	-58.53
185.37	49.25	-39.50
93.33	39.03	-20.05
-4.01	28.02	-1.01
-101.05	16.46	17.26
-193.62	4.82	34.95
-277.58	-6.21	51.79
-347.38	-16.01	66.80
-399.36	-24.23	78.71
-431.31	-30.32	85.89
-440.51	-33.21	86.98
-427.20	-32.49	81.85
-392.26	-28.70	70.55
-336.13	-22.53	53.90
-262.62	-14.86	33.82
-176.79	-6.42	12.06
-81.85	2.43	-10.23
18.87	11.92	-32.07
121.17	22.25	-52.81
222.20	33.32	-72.40
319.38	44.61	-90.67
407.98	55.46	-106.65
482.24	65.16	-118.96
538.82	72.84	-126.66
577.93	77.68	-129.66
599.29	79.41	-127.98
599.63	78.36	-121.17
575.91	74.72	-108.93
528.47	68.53	-91.74
459.32	59.79	-70.48
372.47	48.41	-46.61
273.14	34.38	-21.78
163.89	17.97	3.08
47.45	-0.16	27.15
-70.57	-19.27	49.53
-184.18	-38.55	69.79
-287.86	-56.80	87.47
-377.42	-72.42	101.81
-450.57	-84.18	112.36
-505.51	-91.66	118.81
-539.69	-94.85	120.43
-551.55	-94.01	116.87
-542.63	-89.72	108.72
-514.70	-82.70	96.75
-470.90	-73.52	82.21
-415.95	-62.68	66.61
-351.62	-50.59	50.79
-278.20	-37.55	35.25
-197.55	-23.57	20.53
-112.28	-8.61	6.45
-24.76	7.15	-7.34
62.79	22.96	-20.68
147.59	37.96	-33.36
227.17	51.43	-45.60
299.87	62.71	-57.47
363.32	71.28	-68.79
415.09	77.05	-79.20
453.79	80.03	-87.97
476.11	80.15	-93.66
478.76	77.31	-95.00
460.49	71.45	-91.36
419.02	62.51	-82.24
355.44	50.97	-68.62
274.68	37.25	-52.42
180.57	21.43	-35.18
76.73	3.63	-18.00
-31.09	-15.48	-1.57
-137.56	-34.59	13.94
-238.00	-52.21	28.53
-327.36	-67.14	42.10
-401.91	-78.50	54.55
-460.48	-85.72	65.47
-500.38	-88.71	73.77
-518.77	-87.95	78.14
-514.77	-83.93	77.63
-487.71	-77.20	71.61
-440.40	-68.47	61.10
-378.10	-58.15	48.22
-303.30	-46.17	34.55
-217.32	-32.39	20.90
-123.47	-17.17	7.68
-24.64	-1.24	-5.03
76.81	14.60	-17.19
177.13	29.59	-28.69
272.10	42.94	-39.60
358.95	54.11	-49.86
435.38	63.07	-59.12
498.74	69.99	-66.83
547.07	74.92	-72.44
578.02	77.71	-75.16
588.26	78.02	-74.48
576.85	75.62	-70.55
542.74	70.17	-63.24
485.88	61.58	-52.83
410.45	49.97	-40.24
319.77	35.38	-26.17
215.64	17.95	-11.23
101.71	-1.64	3.99
-17.65	-22.40	19.05
-136.95	-43.53	33.40
-250.34	-64.05	46.54
-352.84	-82.53	58.10
-440.54	-97.51	67.47
-509.25	-107.93	73.83
-555.19	-113.30	76.60
-577.63	-113.81	75.70
-576.45	-110.21	71.21
-553.22	-103.44	63.71
-513.34	-94.28	54.27
-460.32	-83.24	43.72
-395.69	-70.57	32.58
-320.94	-56.46	21.15
-236.52	-41.15	9.59
-144.46	-24.71	-1.91
-48.33	-7.35	-13.35
48.77	10.18	-24.73
144.19	26.64	-35.96
234.94	40.84	-47.17
318.03	51.97	-58.44
390.73	59.66	-69.31
449.93	64.00	-79.13
491.75	65.10	-86.86
511.75	63.09	-90.86
505.38	58.02	-89.58
471.20	50.11	-82.27
413.67	40.18	-69.87
338.35	28.88	-54.28
249.53	16.37	-37.47
151.46	2.50	-21.18
47.44	-12.68	-6.27
-59.91	-28.61	7.61
-167.03	-44.39	21.46
-269.55	-59.07	35.81
-362.54	-71.64	50.16
-440.11	-81.15	63.20
-496.37	-86.90	73.44
-526.50	-88.62	79.25
-527.26	-86.27	79.11
-498.56	-80.22	72.44
-446.11	-71.56	60.51
-376.60	-61.23	45.37
-294.97	-49.41	29.12
-205.18	-36.04	13.50
-109.38	-21.23	-0.72
-9.00	-5.33	-13.75
94.00	11.12	-26.16
196.93	27.35	-38.35
295.64	42.33	-50.06
384.02	55.17	-60.56
456.49	65.24	-69.33
510.28	72.18	-76.16
544.95	75.86	-80.68
560.82	76.27	-82.28
556.85	73.37	-80.26
530.06	67.20	-73.89
479.44	58.02	-63.22
407.41	46.21	-49.13
317.39	32.05	-32.70
213.38	15.87	-15.15
99.22	-1.93	2.30
-21.21	-20.69	19.08
-143.24	-39.69	35.18
-261.30	-58.03	50.68
-370.27	-74.60	65.37
-465.14	-88.29	78.63
-541.08	-98.09	89.45
-594.34	-103.29	96.53
-621.41	-103.42	98.82
-619.67	-98.78	95.80
-590.59	-90.62	87.51
-538.98	-80.20	74.94
-469.98	-68.12	59.34
-387.81	-54.67	42.19
-295.63	-39.98	24.73
-195.57	-24.03	7.66
-89.29	-7.02	-9.19
21.25	10.62	-26.19
134.36	28.24	-43.29
246.52	44.98	-60.01
352.35	59.81	-75.82
445.81	71.80	-90.31
521.03	80.09	-103.23
575.21	84.54	-114.25
606.65	85.22	-121.91
610.02	81.80	-123.87
582.98	74.22	-118.75
528.24	63.15	-106.56
451.42	49.70	-88.86
359.30	34.70	-68.14
255.71	18.46	-46.49
142.77	1.04	-25.26
23.71	-17.30	-5.02
-98.02	-35.98	14.39
-219.05	-54.22	33.44
-333.61	-71.22	52.18
-433.92	-86.15	69.98
-514.45	-98.13	85.76
-570.52	-106.08	97.71
-594.99	-108.73	103.40
-585.17	-105.85	101.37
-545.10	-98.32	91.74
-482.47	-87.53	76.42
-405.54	-74.70	58.19
-319.26	-60.28	39.38
-225.50	-44.48	21.29
-126.08	-27.76	4.14
-23.05	-10.60	-12.32
81.98	6.69	-28.50
185.89	23.74	-44.30
283.70	39.95	-59.19
370.61	54.49	-72.55
443.44	66.62	-83.79
501.08	75.78	-92.30
543.71	81.64	-97.52
572.21	83.95	-99.47
587.42	82.61	-98.40
588.57	77.82	-94.48
573.32	69.82	-87.85
537.68	58.99	-78.22
479.23	46.07	-65.50
398.28	31.62	-50.00
297.86	15.77	-32.48
184.28	-1.38	-13.86
63.93	-19.33	5.07
-58.88	-37.36	23.78
-179.95	-54.68	41.92
-295.34	-70.61	59.19
-401.58	-84.41	75.00
-495.46	-95.31	88.68
-573.32	-102.74	99.48
-630.88	-106.47	106.43
-663.54	-106.21	108.71
-667.17	-101.91	105.78
-642.48	-94.05	98.12
-593.56	-83.48	86.66
-525.67	-70.99	72.68
-444.97	-56.96	57.41
-355.68	-41.71	41.81
-258.98	-25.52	26.28
-155.78	-8.78	10.68
-47.69	8.11	-5.53
63.02	24.87	-22.56
173.00	41.21	-40.20
277.53	56.65	-58.06
371.07	70.53	-75.39
448.56	81.92	-91.18
506.83	89.80	-104.35
545.51	93.43	-114.09
564.70	92.51	-119.62
561.92	87.14	-119.92
533.40	77.55	-114.15
479.67	64.61	-102.46
405.76	49.29	-86.18
317.12	32.52	-67.25
216.13	14.88	-47.26
104.54	-3.44	-27.15
-13.67	-22.34	-7.25
-133.95	-41.53	12.59
-252.03	-60.39	32.59
-363.26	-77.97	52.47
-461.80	-93.05	71.21
-541.41	-104.52	87.21
-596.21	-111.36	98.87
-621.46	-112.95	104.77
-615.26	-109.43	104.08
-581.63	-101.92	97.07
-528.47	-91.76	85.30
-463.38	-80.05	71.02
-389.37	-67.27	56.05
-307.56	-53.43	41.34
-219.42	-38.39	26.95
-125.65	-22.16	12.49
-26.71	-4.95	-2.52
75.79	12.87	-18.31
177.43	30.75	-34.60
271.89	47.98	-50.76
353.73	63.58	-66.29
421.38	76.69	-81.08
476.48	86.84	-94.91
521.68	93.80	-107.38
558.91	97.49	-118.15
588.99	97.99	-126.81
611.08	95.46	-132.94
623.08	90.01	-136.13
620.89	81.74	-135.86
599.56	71.02	-131.48
554.67	58.18	-122.26
485.40	43.66	-108.29
394.79	27.93	-90.54
288.21	11.43	-70.37
173.74	-5.24	-49.17
57.98	-21.57	-27.78
-57.19	-36.91	-6.75
-171.56	-50.42	13.42
-283.12	-61.25	32.70
-388.84	-68.91	51.07
-484.82	-73.26	68.17
-565.89	-74.37	83.26
-626.34	-72.63	95.23
-661.60	-68.86	102.68
-668.52	-64.03	104.32
-648.60	-59.22	100.06
-607.89	-54.93	91.37
-553.44	-51.03	80.34
-492.52	-46.94	69.08
-429.49	-41.92	58.81
-363.06	-35.46	49.69
-290.21	-27.57	41.21
-210.29	-18.73	32.32
-124.61	-9.39	21.93
-35.64	0.03	9.50
53.08	9.15	-4.86
137.96	17.89	-20.43
216.47	26.60	-36.06
287.31	35.72	-50.71
350.44	45.40	-63.79
407.17	55.15	-75.45
459.22	64.17	-86.10
506.84	71.64	-96.00
548.03	76.81	-104.97
579.35	79.00	-112.31
597.05	77.78	-116.84
597.92	73.05	-117.48
579.22	64.89	-113.56
537.82	53.77	-104.58
473.18	40.63	-91.05
387.71	26.31	-74.06
285.14	11.19	-54.92
171.07	-4.65	-34.89
51.77	-20.92	-14.68
-68.16	-36.94	5.47
-185.25	-51.66	25.39
-296.77	-64.15	44.92
-399.81	-73.77	63.51
-491.14	-80.26	80.20
-566.90	-83.70	93.89
-623.56	-84.35	103.59
-657.52	-82.41	108.61
-665.51	-78.36	108.54
-648.54	-73.22	103.87
-611.28	-67.90	95.58
-558.55	-62.59	85.12
-495.45	-56.74	73.90
-425.93	-49.61	62.78
-351.41	-40.74	52.08
-272.28	-30.21	41.66
-188.05	-18.60	30.96
-98.72	-6.56	19.51
-6.03	5.59	7.10
86.72	17.80	-6.23
176.28	30.12	-20.43
259.31	42.33	-35.23
333.26	54.15	-50.29
397.98	65.47	-65.12
454.78	76.08	-79.06
505.00	85.37	-91.74
548.57	92.41	-102.83
583.77	96.31	-111.99
608.38	96.42	-118.85
618.41	92.36	-122.47
607.32	83.96	-121.48
569.89	71.66	-114.89
506.25	56.46	-102.86
421.56	39.61	-86.76
322.85	22.14	-68.27
216.77	4.59	-48.99
107.89	-12.75	-30.03
-1.89	-29.48	-11.82
-110.94	-45.08	5.66
-217.20	-58.97	22.68
-319.52	-70.75	39.68
-415.79	-80.12	56.57
-501.45	-86.70	72.60
-570.72	-90.16	86.28
-617.56	-90.13	95.71
-638.62	-86.89	99.68
-634.88	-81.67	98.03
-610.26	-76.00	91.80
-570.19	-70.79	82.79
-520.24	-65.86	72.89
-464.31	-60.63	63.51
-403.48	-54.65	55.20
-337.84	-47.62	47.81
-268.38	-39.41	40.74
-195.21	-29.86	32.96
-118.56	-19.03	23.73
-40.57	-7.40	12.92
36.53	4.35	0.75
111.74	15.74	-12.45
185.21	26.63	-26.28
256.60	37.21	-40.15
324.11	47.71	-53.27
385.72	58.05	-65.10
440.53	67.71	-75.43
488.55	76.05	-84.22
529.76	82.49	-91.57
563.42	86.51	-97.57
588.68	87.88	-102.21
604.99	86.51	-105.23
611.07	82.46	-106.09
604.98	76.14	-104.46
585.70	68.14	-100.25
553.89	59.06	-93.64
511.34	49.37	-84.95
460.41	39.45	-74.75
402.88	29.61	-63.58
339.67	20.07	-51.78
271.47	10.88	-39.55
198.92	1.96	-26.97
122.18	-6.80	-13.95
42.31	-15.24	-0.67
-38.19	-23.20	12.34
-116.83	-30.51	24.45
-191.40	-36.94	34.91
-259.59	-42.35	43.24
-318.98	-46.65	49.32
-368.61	-49.98	53.56
-410.11	-52.60	56.64
-444.99	-54.75	59.12
-473.64	-56.67	61.53
-496.50	-58.61	64.17
-512.89	-60.66	66.89
-522.30	-62.60	69.47
-525.50	-64.09	71.67
-523.12	-64.97	73.22
-515.58	-65.23	74.02
-502.78	-64.93	73.86
-483.42	-64.20	72.40
-456.58	-63.24	69.57
-424.03	-62.14	65.75
-388.85	-60.85	61.38
-352.23	-59.16	56.69
-314.88	-56.84	51.84
-277.51	-53.61	46.80
-239.57	-49.27	41.36
-200.89	-43.61	35.59
-160.97	-36.69	29.40
-117.75	-28.88	22.53
-70.37	-20.49	14.85
-19.50	-11.67	6.34
33.60	-2.67	-2.71
85.97	6.36	-11.68
134.67	15.40	-19.90
178.87	24.15	-27.15
219.42	32.31	-33.53
257.43	39.72	-39.14
293.37	46.22	-44.10
327.34	51.68	-48.57
359.53	56.11	-52.83
390.01	59.44	-57.16
418.06	61.72	-61.67
442.52	63.24	-66.06
462.00	64.16	-69.92
474.69	64.34	-72.87
479.23	63.75	-74.51
476.03	62.33	-74.55
466.33	60.00	-73.02
451.43	56.96	-70.05
432.54	53.49	-65.98
410.58	49.84	-61.20
386.64	46.17	-56.06
361.61	42.50	-50.80
335.20	38.69	-45.41
306.05	34.77	-39.79
273.41	30.87	-33.85
237.91	26.91	-27.68
200.37	22.79	-21.35
161.75	18.52	-14.79
122.84	14.19	-8.02
83.16	10.02	-1.03
41.60	6.08	6.15
-2.59	2.21	13.36
-49.20	-1.85	20.41
-97.26	-6.33	27.00
-146.06	-11.27	32.99
-195.12	-16.50	38.48
-243.46	-21.82	43.44
-288.70	-27.22	47.83
-329.52	-32.77	51.83
-366.62	-38.39	55.60
-399.75	-43.76	59.28
-428.91	-48.68	63.03
-454.16	-53.14	66.80
-474.57	-57.36	70.22
-489.27	-61.31	72.97
-497.24	-64.80	74.77
-497.85	-67.60	75.42
-491.73	-69.74	75.00
-479.70	-71.34	73.45
-462.82	-72.37	70.91
-443.07	-72.68	67.86
-422.04	-72.12	64.68
-399.32	-70.59	61.45
-373.70	-67.90	58.16
-345.64	-64.25	54.76
-315.89	-59.92	51.00
-284.87	-55.07	46.71
-252.52	-49.68	41.68
-217.74	-43.69	35.56
-180.28	-37.19	28.37
-141.37	-30.25	20.57
-102.54	-22.81	12.81
-65.05	-14.90	5.75
-29.00	-6.79	-0.44
6.97	1.17	-6.01
43.17	8.70	-11.31
78.88	15.56	-16.62
113.58	21.49	-22.09
147.44	26.53	-27.77
181.26	31.03	-33.68
215.30	35.29	-39.72
248.68	39.35	-45.54
279.74	43.04	-50.69
307.02	46.15	-54.85
330.07	48.47	-58.03
349.26	49.84	-60.45
365.44	50.33	-62.32
379.16	50.09	-63.75
390.63	49.36	-64.87
400.29	48.31	-65.66
408.08	47.06	-66.00
413.30	45.73	-65.79
415.73	44.34	-65.07
414.97	42.71	-63.88
410.26	40.69	-62.28
402.14	38.37	-60.31
392.29	35.89	-58.01
381.85	33.41	-55.41
371.53	31.21	-52.51
362.07	29.54	-49.35
353.01	28.40	-45.98
343.44	27.64	-42.52
333.00	27.12	-39.04
321.04	26.66	-35.54
306.83	26.04	-32.03
290.32	25.10	-28.53
271.68	23.90	-25.02
251.54	22.58	-21.42
231.12	21.29	-17.80
210.78	20.03	-14.28
190.02	18.78	-10.93
168.88	17.50	-7.83
147.42	15.95	-5.12
124.52	13.87	-2.69
99.40	11.17	-0.38
71.86	7.72	1.91
40.29	3.35	4.47
3.98	-1.71	7.41
-34.95	-6.95	10.54
-73.82	-11.97	13.49
-110.39	-16.43	15.97
-143.06	-20.19	17.82
-171.13	-23.22	19.09
-194.98	-25.60	20.01
-215.42	-27.56	20.85
-234.15	-29.44	21.93
-253.70	-31.53	23.68
-274.16	-33.96	26.08
-294.56	-36.78	28.95
-313.85	-39.69	32.10
-329.00	-42.18	34.93
-337.77	-44.00	36.88
-340.48	-44.98	37.70
-339.00	-45.19	37.74
-336.70	-45.06	37.55
-335.89	-45.06	37.58
